Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,VOSA,01/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,EVAC+CHAIR INTERNATIONAL LTD,850318,564,ANNUAL EVACUATION CHAIR MAINTENANCE CONTRACT - 28/02/2013 TO 27/02/2014,B11 3RS
Department for Transport,VOSA,09/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,ADT FIRE & SECURITY PLC,852467,"3,994.85","VOSAPO6819,Line Charge for the four quarters April 2013-March 2014",LS12 6XQ
Department for Transport,VOSA,09/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,TESA (WESTERN) LTD,852508,660,"VOSAPO6868,Task no: 0103/37- Servicing at Avonmouth VOSA",BS49 4RF
Department for Transport,VOSA,15/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,L A WAREHOUSES,853604,"1,998.00",EXTERNAL LIGHTING WORK AT AMMANFORD,SA18 3DR
Department for Transport,VOSA,17/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MERCURY ELECTRICAL INSTALLATIONS LTD,854720,426.72,",Pat testing x 381 @ Chelmsford",CM13 1HP
Department for Transport,VOSA,17/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MERCURY ELECTRICAL INSTALLATIONS LTD,854720,85.34,",Value Added Tax - line level",CM13 1HP
Department for Transport,VOSA,21/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,ADSM PLC,855138,584.62,WATER BUREAU SERVICES - APRIL 2013,SL4 6AF
Department for Transport,VOSA,22/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,TOTAL BUILDING MAINTENANCE,855475,"1,820.36",PPM ELECTRICAL AND MECHANICAL AT BIRMINGHAM TAN OFFICE,WA2 0XP
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,AQUAID (KENNET & NORTH WILTS),857238,708,2 YEAR CONTRACT TO SERVICE MACHINES - NEWBURY GVTS,SN9 5PZ
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MIDWAY INDUSTRIAL DOORS,857553,"4,095.00",",APRIL WORKS FOR NORTH AND NORTH WEST AREA",ST7 1JT
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MIDWAY INDUSTRIAL DOORS,857553,819,",Value Added Tax - header level",ST7 1JT
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,KD DOORS,857598,97.6,",Value Added Tax - line level",ML4 3LP
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,KD DOORS,857598,488,",Service 9 roller shutter doors @ Aberdeen",ML4 3LP
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,KD DOORS,857612,86.8,",Value Added Tax - line level",ML4 3LP
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,KD DOORS,857612,434,",Service 1 push up door 4 roller shutter doors and 3 insulated roller shutter doors @ Carlisle",ML4 3LP
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MGS BUILDING & ELECTRICAL CONTRACTORS LTD,857631,91.8,"VOSAPO7536,Value Added Tax - header level",SO32 2BX
Department for Transport,VOSA,30/05/2013,Accomm - Planned Preventative Maintenance,Finance Estates and Performance,MGS BUILDING & ELECTRICAL CONTRACTORS LTD,857631,459,"VOSAPO7536,Handcross. Disconnect and make safe electrical supply to and from the building on 03/05/2013.",SO32 2BX
Department for Transport,VOSA,01/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALDERWOOD ELECTRICAL CONTRACTORS LTD,850323,685.2,ELECTRICAL REPAIRS AT BICESTER GVTS,OX16 4TH
Department for Transport,VOSA,02/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,C P M (EXETER) LTD,850796,558,SUPPLY AND FITTING OF NEW FIRE DOOR - EXETER GVTS,EX4 8NS
Department for Transport,VOSA,03/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,BBC FIRE PROTECTION LTD,851355,525.4,",Replace c/l @ Watford",NR18 0QH
Department for Transport,VOSA,03/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,BBC FIRE PROTECTION LTD,851355,105.08,",Value Added Tax - line level",NR18 0QH
Department for Transport,VOSA,03/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ADT FIRE & SECURITY PLC,851391,490.93,",Replace faulty Fire System sounder bases @ Jubilee House",LS12 6XQ
Department for Transport,VOSA,03/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ADT FIRE & SECURITY PLC,851391,98.19,",Value Added Tax - line level",LS12 6XQ
Department for Transport,VOSA,09/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,DOWNEND ELECTRICS LTD,852072,"1,077.60",CARRIED OUT UNIT 8 ELECTRICAL REMEDIAL WORKS PER PERIODIC TEST & INSPECTION,BS5 7BU
Department for Transport,VOSA,09/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,FIRST IN SERVICE LTD,852496,964,",Supply and Installation of new pump at Chadderton GVTS",B7 4PR
Department for Transport,VOSA,09/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,FIRST IN SERVICE LTD,852496,192.8,",Value Added Tax - line level",B7 4PR
Department for Transport,VOSA,09/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,T J ALDRIDGE BUILDERS LTD,852505,637.79,",Secure yard following break in @ leighton Buzzard 29/04/13",LU4 8NU
Department for Transport,VOSA,09/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,T J ALDRIDGE BUILDERS LTD,852505,127.56,",Value Added Tax - line level",LU4 8NU
Department for Transport,VOSA,10/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MTC ELECTRICAL SERVICES,852865,467.5,",Repair various lights @ Kilmarnock.",KA1 2RS
Department for Transport,VOSA,10/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MTC ELECTRICAL SERVICES,852865,93.5,",Value Added Tax - line level",KA1 2RS
Department for Transport,VOSA,10/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MTC ELECTRICAL SERVICES,852881,675.52,",Repair internal & external lights @ Kilmarnock",KA1 2RS
Department for Transport,VOSA,10/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MTC ELECTRICAL SERVICES,852881,135.1,",Value Added Tax - line level",KA1 2RS
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ASSOCIATED CONTRACT ENERGY LTD,853233,386.76,",Value Added Tax - line level",BS5 9JR
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ASSOCIATED CONTRACT ENERGY LTD,853233,"1,933.81",",Miscellaeneous Mechanical and Plumbing Works - April 2013",BS5 9JR
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,DOWNEND ELECTRICS LTD,853235,89.09,",Value Added Tax - line level",BS5 7BU
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,DOWNEND ELECTRICS LTD,853235,445.43,",Miscellaeneous reactive electrical works - April 2013",BS5 7BU
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALPHA-VAE ELECTRICAL CONTRACTORS LTD,853243,131.1,",Value Added Tax - header level",EX4 3BJ
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALPHA-VAE ELECTRICAL CONTRACTORS LTD,853243,595.5,"VOSAPO7276,Sampford Peverell. Attend the site to investigate the failed Street Lighting and repair where possible.",EX4 3BJ
Department for Transport,VOSA,13/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALPHA-VAE ELECTRICAL CONTRACTORS LTD,853243,60,"VOSAPO7381,Sampford Peverell. Supply and fit replacement street light lamp as per email from xxxxxxx on 24/04/2013",EX4 3BJ
Department for Transport,VOSA,15/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CHAMBERS ELECTRICAL (W-TON) LTD,853991,"1,997.00",",Repair faulty lighting @ Wolverhampton T/S",WV6 9LZ
Department for Transport,VOSA,15/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CHAMBERS ELECTRICAL (W-TON) LTD,853991,399.4,",Value Added Tax - line level",WV6 9LZ
Department for Transport,VOSA,15/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CARGATE ENGINEERING LTD,854042,157.9,",Value Added Tax - line level",IP30 0QE
Department for Transport,VOSA,15/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CARGATE ENGINEERING LTD,854042,789.5,",Clean biodisk & pumpstation @ Harlow W/B",IP30 0QE
Department for Transport,VOSA,20/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PLUMB-CALL,854784,573.6,REPLACE WATER HEATER-PETERBOROUGH,PE7 3EP
Department for Transport,VOSA,20/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,TAYLOR'S ELECTRICAL,854815,"1,084.60",REPAIRS TO EXTERNAL LIGHTS,#
Department for Transport,VOSA,21/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,EXCLUSIVE ELECTRICAL CONTRACTORS LTD,855158,"1,744.10",YEADING - REPLACE EXT LIGHTS,HA1 4PD
Department for Transport,VOSA,21/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MIDWAY INDUSTRIAL DOORS,855406,"1,032.00","VOSAPO7556,Repairs to Leeds GVTS Roller Shutter Door (Lane 4)As per Midway Quotation",ST7 1JT
Department for Transport,VOSA,22/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,BRITISH GAS SERVICES (COMMERCIAL) LIMITED,855446,952,HEATING SYSTEM REPAIRS COVERED BY ANNUAL CONTRACT RENEWAL FEES,S60 1BY
Department for Transport,VOSA,23/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MJT PLUMBING SERVICES LTD,855944,960,REPLACE WATER HEATER WITH NEW - LINCOLN TRAINING CENTRE,LN6 3QA
Department for Transport,VOSA,23/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,856278,89.12,",Value Added Tax - line level",BB1 2QS
Department for Transport,VOSA,23/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,856278,445.59,",Call out for Fire Extinguishers @ Newcastle Mar 13",BB1 2QS
Department for Transport,VOSA,28/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PB ELECTRICAL SERVICES LTD,856813,334.35,"VOSAPO7156,Poole GVTS. To replace th EX rated Petrel Fluorescent light fitting Including labour and materials.",BH23 2BT
Department for Transport,VOSA,28/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PB ELECTRICAL SERVICES LTD,856813,144.46,"VOSAPO7156,Value Added Tax - header level",BH23 2BT
Department for Transport,VOSA,28/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PB ELECTRICAL SERVICES LTD,856813,264.03,"VOSAPO7156,Poole GVTS. Replace 9no. broken diffusers for the flurescent light fitting. Materials and labour.",BH23 2BT
Department for Transport,VOSA,28/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PB ELECTRICAL SERVICES LTD,856813,62.02,"VOSAPO7156,Poole GVTS. Replace clips for the difusers for 9no. fluorescent light fittings. Materials and labour.",BH23 2BT
Department for Transport,VOSA,28/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,PB ELECTRICAL SERVICES LTD,856813,61.9,"VOSAPO7156,Poole GVTS. Undertake fault finding of the light fittings",BH23 2BT
Department for Transport,VOSA,30/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MIDWAY INDUSTRIAL DOORS,857553,"2,096.20",",APRIL WORKS FOR NORTH AND NORTH WEST AREA",ST7 1JT
Department for Transport,VOSA,30/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,MIDWAY INDUSTRIAL DOORS,857553,419.24,",Value Added Tax - header level",ST7 1JT
Department for Transport,VOSA,31/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,SECURITY SERVICES GROUP,857699,"4,318.26","MAINTENANCE TO SECURITY SYSTEM ATY GOVERNMENT CAR, PONTIN RD",SN6 8LA
Department for Transport,VOSA,31/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALLSIGNS INTERNATIONAL,858062,425,"VOSAPO7277,Sign For Ross-On-Wye Weigh Bridge Site Fitting Charge",DN11 8QA
Department for Transport,VOSA,31/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALLSIGNS INTERNATIONAL,858062,147.59,"VOSAPO7277,Value Added Tax - header level",DN11 8QA
Department for Transport,VOSA,31/05/2013,Accomm - Reactive Maintenance,Finance Estates and Performance,ALLSIGNS INTERNATIONAL,858062,312.95,"VOSAPO7277,Sign For Ross-On-Wye Weigh Bridge Site 3mm Aluminium c/w channel. 1000mm x 1830mm Colours- Black/Green/White  Narrative: Vehicle & Operator Services Agency",DN11 8QA
Department for Transport,VOSA,02/05/2013,Accomm - Waste Management,Finance Estates and Performance,PERTH & KINROSS COUNCIL,850780,572,REFUSE COLLECTION 2013/14,PH1 5GD
Department for Transport,VOSA,08/05/2013,Accomm - Waste Management,Finance Estates and Performance,EAST DUNBARTONSHIRE COUNCIL,851641,119.43,ANNUAL INVOICE FOR BULK BIN COLLECTION 01/04/2013-31/03/2014,G66 4TJ
Department for Transport,VOSA,20/05/2013,Accomm - Waste Management,Finance Estates and Performance,WEST LOTHIAN COUNCIL,854802,154.87,TRADE WASTE CHARGES 01/04/13-31/03/14,EH48 1TT
Department for Transport,VOSA,01/05/2013,Accomm - Work Programme,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,850352,"2,930.40",ANNEXE FURNITURE CLEARANCE PHASE 2,BS3 2TY
Department for Transport,VOSA,03/05/2013,Accomm - Work Programme,Finance Estates and Performance,NORTHERN SURFACING (SCARBOROUGH) LTD,851150,"7,677.12",TARMAC REPAIRS AND RELINING - SCARBOROUGH GVTS,YO12 4NG
Department for Transport,VOSA,03/05/2013,Accomm - Work Programme,Finance Estates and Performance,DOWNEND ELECTRICS LTD,851384,276.8,",Value Added Tax - line level",BS5 7BU
Department for Transport,VOSA,03/05/2013,Accomm - Work Programme,Finance Estates and Performance,DOWNEND ELECTRICS LTD,851384,"1,384.00",",Installation of emergency lighting @ Unit 8",BS5 7BU
Department for Transport,VOSA,08/05/2013,Accomm - Work Programme,Finance Estates and Performance,BBC FIRE PROTECTION LTD,852019,500.33,",Value Added Tax - line level",NR18 0QH
Department for Transport,VOSA,08/05/2013,Accomm - Work Programme,Finance Estates and Performance,BBC FIRE PROTECTION LTD,852019,"2,501.63",",Install new emergency lights @ Kilmarnock",NR18 0QH
Department for Transport,VOSA,14/05/2013,Accomm - Work Programme,Finance Estates and Performance,NORTHERN SURFACING (SCARBOROUGH) LTD,851150,"3,838.56",TARMAC REPAIRS AND RELINING - SCARBOROUGH GVTS,YO12 4NG
Department for Transport,VOSA,15/05/2013,Accomm - Work Programme,Finance Estates and Performance,DOWNEND ELECTRICS LTD,854041,90.8,",Value Added Tax - line level",BS5 7BU
Department for Transport,VOSA,15/05/2013,Accomm - Work Programme,Finance Estates and Performance,DOWNEND ELECTRICS LTD,854041,454,",Install OTC Inquiry in Progress red light system",BS5 7BU
Department for Transport,VOSA,20/05/2013,Accomm - Work Programme,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,854773,"3,600.00",ANNEXE FURNITURE CLEARANCE PHASE 3,BS3 2TY
Department for Transport,VOSA,20/05/2013,Accomm - Work Programme,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,854793,"1,038.00",ANNEXE FURNITURE CLEARANCE PHASE 4,BS3 2TY
Department for Transport,VOSA,21/05/2013,Accomm - Work Programme,Finance Estates and Performance,READ ELECTRICAL,855108,869.38,EXTERNAL LIGHT REPAIRS AT ROSS-ON-WYE WEIGHBRIDGE,GL19 3HA
Department for Transport,VOSA,21/05/2013,Accomm - Work Programme,Finance Estates and Performance,DOWNEND ELECTRICS LTD,855118,726,INSTALLED FUSED SPUR FOR UNIT 8 FIRE ALARM CONTROL PANEL,BS5 7BU
Department for Transport,VOSA,29/05/2013,Accomm - Work Programme,Finance Estates and Performance,EC SURFACING LTD,851371,91.52,",Value Added Tax - line level",DN20 8UN
Department for Transport,VOSA,29/05/2013,Accomm - Work Programme,Finance Estates and Performance,EC SURFACING LTD,851371,457.6,",Temporary tarmac repairs @ Immingham",DN20 8UN
Department for Transport,VOSA,08/05/2013,Accommodation,Vehicle Testing,The Triumph Furniture Co Ltd,852021,191.4,"VOSAPO6459,DMS/66 A - Everyday Training Table",CF48 1YH
Department for Transport,VOSA,08/05/2013,Accommodation,Vehicle Testing,The Triumph Furniture Co Ltd,852021,460.68,"VOSAPO6459,Value Added Tax - header level",CF48 1YH
Department for Transport,VOSA,08/05/2013,Accommodation,Vehicle Testing,The Triumph Furniture Co Ltd,852021,789.8,"VOSAPO6459,SCFV41161 Everyday Conference Chair - Bnad D (vinyl) - Colour Lupin",CF48 1YH
Department for Transport,VOSA,08/05/2013,Accommodation,Vehicle Testing,The Triumph Furniture Co Ltd,852021,"1,322.20","VOSAPO6459,SRTS70111 Reception Tub chair -Band D (vinyl) colour - Lupin",CF48 1YH
Department for Transport,VOSA,13/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,853228,701.1,"VOSAPO7580,PK2 ANTWERP LEATHER SIDE CHAIR NICEDAY",SP10 4BA
Department for Transport,VOSA,13/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,853228,"3,094.56","VOSAPO7580,BENTWOOD ARM CHAIR BLUE",SP10 4BA
Department for Transport,VOSA,14/05/2013,Accommodation,Finance Estates and Performance,The Triumph Furniture Co Ltd,853269,"4,066.67",FURNITURE FOR B/H REFURB,CF48 1YH
Department for Transport,VOSA,22/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,853569,-701.1,"VOSAPO7580,PK2 ANTWERP LEATHER SIDE CHAIR NICEDAY",SP10 4BA
Department for Transport,VOSA,22/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,853569,"-3,039.30","VOSAPO7580,BENTWOOD ARM CHAIR BLUE",SP10 4BA
Department for Transport,VOSA,22/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,855862,701.1,"VOSAPO7580,Antwerp Cantilever Chair (Twin-pack)",SP10 4BA
Department for Transport,VOSA,22/05/2013,Accommodation,Finance Estates and Performance,OFFICE DEPOT,855862,"3,094.56","VOSAPO7580,Wood Framed Chairs",SP10 4BA
Department for Transport,VOSA,01/05/2013,Accommodation ,Finance Estates and Performance,RENTOKIL INITIAL UK CLEANING LTD,850315,824.26,DAILY CLEANING - PLYMOUTH GVTS - 12/04/2013 TO 09/05/2013 @ 171.72 PER WEEK,DY1 4TA
Department for Transport,VOSA,01/05/2013,Accommodation ,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,850345,"1,802.41",WEEKLY HANDYMAN SERVICES (2 MEN X 4 DAYS) & MISC SUPPLIES - BERKELEY HOUSE,BS3 2TY
Department for Transport,VOSA,01/05/2013,Accommodation ,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,850353,"2,718.29",WEEKLY HANDYMAN SERVICES (2 MEN X 5 DAYS) & MISC SUPPLIES,BS3 2TY
Department for Transport,VOSA,01/05/2013,Accommodation ,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD,850354,"2,375.34",WEEKLY HANDYMAN SERVICES (2 MEN X 5 DAYS) & MISC SUPPLIES - 15/04/2013 TO 19/04/2013,BS3 2TY
Department for Transport,VOSA,01/05/2013,Accommodation ,Finance Estates and Performance,TOTAL CLEAN (MIDLANDS) LTD,850770,953.47,"VOSAPO4558,Cleaning service at Wolverhampton GVTS",WV10 7NJ
Department for Transport,VOSA,02/05/2013,Accommodation ,Finance Estates and Performance,WESTWAY CLEANING SERVICES,851092,"1,756.80","VOSAPO7284,Office Cleaning monthly Bristol GVTS",BS3 2DD
