Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,514627,-24557.9,DV1006/1007,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515095,23900,DV2432,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515121,1724.5,DV844,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515146,969,,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515147,26177,,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515148,544,,SW19 4DT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CAMBRIDGE CONSULTANTS LTD,515104,9859.72,,CB4 ODW
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EVERSHEDS LLP,515093,747.5,Manually receipted by HAL team as failed 55 interface,CF10 5BT
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,488752,-6852.1,Apps and Certs Receipt - APC1833,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,491409,-12945.09,Apps and Certs Receipt - APC2740,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,494308,-5358.76,Apps and Certs Receipt - APC3517,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,494311,-1423.49,Apps and Certs Receipt - APC3517,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,495625,-7935.79,Apps and Certs Receipt - APC4065,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,499401,-10053.38,Apps and Certs Receipt - APC5214,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502334,-1874.83,Apps and Certs Receipt - APC6421,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502343,-6442.43,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,505748,-578.79,Apps and Certs Receipt - APC7807,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,507984,-53.8,Apps and Certs Receipt - APC8712,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-41659.73,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515113,5.82,Apps and Certs Receipt - APC12373,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515114,2212.63,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,341.74,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,93.7,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,41530.76,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,43894.39,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,4831.65,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,15267.37,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,101679.96,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502340,-27647.26,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,502343,-55.45,Apps and Certs Receipt - APC6203,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,507984,-12768.81,Apps and Certs Receipt - APC8712,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-2245.96,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-8960.48,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515115,1461.09,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,1818683.72,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,MAJOR PROJECTS,JACOBS ENGINEERING UK LIMITED,515092,2431.91,,G2 7HX
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,505748,-4965.51,Apps and Certs Receipt - APC7807,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,509572,-963.84,Apps and Certs Receipt - APC9667,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,512023,-430,Apps and Certs Receipt - APC10469,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515113,2094.2,Apps and Certs Receipt - APC12373,BS32 4SR
Department For Transport,Highways Agency,40858,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,197167.46,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,153846.85,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40858,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515117,149452.75,Apps and Certs Receipt - APC12364,BS32 4SR
Department For Transport,Highways Agency,40861,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,515163,1764.68,"Comp Events 715 & 718, Federated House, Dorking",OX4 4DQ
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,GLOUCESTER HARBOUR TRUSTEES,515187,12268.15,Apps and Certs Receipt - APC12424,GL13 9UD
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,GLOUCESTER HARBOUR TRUSTEES,515188,5200.36,Apps and Certs Receipt - APC12424,GL13 9UD
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,390420,-4196.29,,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,409305,-3027.56,Apps & Certs February 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,409400,-4322.78,Apps & Certs February 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,415625,-4210.88,Apps & Certs March 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,419599,-761.36,Apps & Certs April 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,424774,-3246.92,Apps & Certs May 2009,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,428306,-3790.74,,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,432656,-19612.69,Apps & Certs - July 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,436299,-22739.89,Apps & Certs - August 09,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515185,17778.41,Apps and Certs Receipt - APC12251,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,515185,2296.56,Apps and Certs Receipt - APC12251,BS32 4SR
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK SERVICES DIRECTORATE,AECOM,513740,-10833.68,"Receipting for work carried out in October ARUSS, NRUSS and SEP reporting",AL1 3ER
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK SERVICES DIRECTORATE,AECOM,515166,50000,Receipting for work carried out in november ARUSS and NRUSS,AL1 3ER
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK SERVICES DIRECTORATE,E C HARRIS LLP,515176,6577.85,"Work Order - 11651131	 0 Oct - Nov",M60 3NT
Department For Transport,Highways Agency,40861,Contractors Costs,NETWORK SERVICES DIRECTORATE,JMP CONSULTANTS LTD,512306,-31434.24,JMP Modelling Work for September 11 - Works paid against CC 519465,EC1N 6SN
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,184.71,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,375.02,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,228.63,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,2326.49,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,147.78,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,9970.08,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,82378.56,,OX4 4DQ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,510537,-4532,,RH10 4NF
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,511834,-6798,,RH10 4NF
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,510297,-19246.44,,HP19 8BP
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,510366,-6430.15,,HP19 8BP
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,MCPHILLIPS (WELLINGTON) LTD,515154,17190.73,Apps and Certs Receipt - APC12763,TF1 4FG
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,515167,581.49,,L3 1ES
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SEVERN RIVER CROSSING PLC,515170,75196.27,Apps and Certs Receipt - APC12630,BS12 3BD
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SEVERN RIVER CROSSING PLC,515186,99472.11,Apps and Certs Receipt - APC12631,BS12 3BD
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,513649,-11702.01,,NE31 2JZ
Department For Transport,Highways Agency,40861,Contractor Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,477807,-800,july fees,NE11 0RU
Department For Transport,Highways Agency,40861,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,515168,809,,SW8 5AX
Department For Transport,Highways Agency,40861,Electricity,FINANCE & BUSINESS SERVICES,EDF ENERGY (NON CIS) CHARGES,515169,4164.94,,RH10 1TX
Department For Transport,Highways Agency,40861,External seminars and conferences,NETWORK DELIVERY & DEVELOPMENT,ASPIRE EUROPE LIMITED,511451,-746.25,,BS20 7DF
Department For Transport,Highways Agency,40861,Publications & Printing,NETWORK SERVICES DIRECTORATE,ATOS IT SERVICES UK LIMITED,515171,21009.07,Managed Print/Publications Printer Charges to April 2011,WV10 6UH
Department For Transport,Highways Agency,40861,Publications & Printing,NETWORK SERVICES DIRECTORATE,ATOS IT SERVICES UK LIMITED,515172,21951.65,11/12 Managed Print/Publication Printer Costs to July 2011,WV10 6UH
Department For Transport,Highways Agency,40861,Publications & Printing,NETWORK SERVICES DIRECTORATE,DOCU FINISH SOLUTIONS LTD,515184,985,"#985.00, 1.06.11- 31.5.12, Equipment cover",DY13 8HD
Department For Transport,Highways Agency,40861,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,SOUTHERN ELECTRIC (NON CIS) CHARGES,515161,692.7,,RG21 8WS
Department For Transport,Highways Agency,40861,TA Cost AUC - Accommodation,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,515165,34199.34," Comp Event 594 at Federated Hse, Dorking",OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,515191,6421.54,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,AMEY LG LIMITED,515191,5812.66,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,515157,641.25,Payment for invoice 7606,ME18 5NN
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,515228,526.7,,CF10 5BT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,515183,3445.4,TSOL Invoice 113593 PA Freight Costs November 2011,WC2B 4TS
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515221,6700,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515222,1000,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515223,1000,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515224,18900,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515225,19000,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515226,16300,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,515227,9241,,SW19 4DT
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,5173.48,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,34478.19,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,35225.68,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,2598.89,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,506607,-1383.23,GRNI - Atkins A14 June 2011 spend,KT18 5BW
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,514103,-15084.21,GRNI - Atkins A14 September 2011 spend,KT18 5BW
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,515177,758464.84,Apps and Certs Receipt - APC12754,DN18 5BW
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SEVERN RIVER CROSSING PLC,515170,365.95,Apps and Certs Receipt - APC12630,BS12 3BD
Department For Transport,Highways Agency,40861,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SEVERN RIVER CROSSING PLC,515186,968.55,Apps and Certs Receipt - APC12631,BS12 3BD
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,14199.87,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,459805,-2370.52,Apps & Certs - Feb 10,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,464112,-653.02,Apps & Certs - March 2010,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,468319,-3209.08,Apps & Certs - April 2010,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,471814,-26475.83,Apps & Certs - May 2010,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,478024,-3311.36,Apps & Certs - July 2010,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,515155,45404.29,October Invoice okd   14/11/11,L3 1ES
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,515179,225876.25,Apps and Certs Receipt - APC12756,DN22 8SG
Department For Transport,Highways Agency,40861,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TARMAC LIMITED,515189,366810.31,Apps and Certs Receipt - APC12771,DN22 8SG
Department For Transport,Highways Agency,40861,TA Renewal of Structures - Capital,MAJOR PROJECTS,NETWORK RAIL,515174,153184.38,,SN1 1GW
Department For Transport,Highways Agency,40861,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,515191,372.91,,OX4 4DQ
Department For Transport,Highways Agency,40861,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERROUTE,459805,-18.44,Apps & Certs - Feb 10,BS32 4SR
Department For Transport,Highways Agency,40861,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SEVERN RIVER CROSSING PLC,515170,100726.9,Apps and Certs Receipt - APC12630,BS12 3BD
