Department Family,Entity,Date,Expense Type,Expense Area Rev,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department for Transport,DVSA,02/10/2014,Accommodation,Finance Estates and Performance,CLEARWATER TECHNOLOGY LTD,977298,1731.6,"VOSAPO16266,Carry out a mains bypass of CWST 1 & 2Install PRV ValveAnnual fail safe test & inspection of TMV's to ensure safe & correct operation.Deadleg removed from staff rest room and kitchen and cut back to pipework intersection",GU15 3YY
Department for Transport,DVSA,02/10/2014,Accommodation,Finance Estates and Performance,CLEARWATER TECHNOLOGY LTD,977285,1489.2,"VOSAPO16268,Carry out a mains bypass of CWST 1.Install PRV ValveDeadleg removed from Gents WC and cut back to pipework intersection.Increase the set point of CAL 1 to ensure hot water is stored at 60c minimum.",GU15 3YY
Department for Transport,DVSA,02/10/2014,Accommodation,Finance Estates and Performance,CLEARWATER TECHNOLOGY LTD,977263,1489.2,"VOSAPO16269,Carry out a mains bypass of CWST 1.Install PRV ValveAnnual fail safe test & inspection of TMV's to ensure safe & correct operation.Deadleg removed from main corridor and cut back to pipework intersection.Increase the set",GU15 3YY
Department for Transport,DVSA,02/10/2014,Computer Costs,Chief Information Officer,ACTICA CONSULTING LTD,977293,8802,"VOSAPO17578,Data Exchange ITHC",GU2 7RF
Department for Transport,DVSA,02/10/2014,Electricity,Finance Estates and Performance,BRITISH GAS TRADING LTD,977249,2018.53,ELECTRICITY BILL - NORTHLEIGH HOUSE - 02/08/2014 TO 01/09/2014,GU95 1AW
Department for Transport,DVSA,02/10/2014,Postage and Stationery,Office of the Traffic Commissioners and Licensing,NEOPOST LTD,977020,1000,FRANKING MACHINE TOP UP FOR WIGAN TAN ,RM1 2AR
Department for Transport,DVSA,02/10/2014,Travel and Subsistence,Chief Executive,STAFF TRAVEL COSTS,977181,204.65,T&S,
Department for Transport,DVSA,02/10/2014,Travel and Subsistence,Chief Executive,STAFF TRAVEL COSTS,977181,15,T&S,
Department for Transport,DVSA,02/10/2014,Travel and Subsistence,Chief Executive,STAFF TRAVEL COSTS,977181,63,T&S,
Department for Transport,DVSA,02/10/2014,Travel and Subsistence,Chief Executive,STAFF TRAVEL COSTS,977181,227.55,T&S,
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,445.4,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Caernarfon GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,664.96,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Carlisle GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,621.04,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Chadderton GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,434.52,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Elmdon",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,494.62,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Leeds GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,445.4,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Newbury GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,1035.11,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Newcastle GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,1010,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Northampton GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation,Finance Estates and Performance,CHUBB FIRE & SECURITY LTD,977599,501.86,"VOSAPO18057,Intruder Alarm/ cctv/ Access Control Maintenance & Monitoring at Shrewsbury GVTS",BB1 2QS
Department for Transport,DVSA,03/10/2014,Accommodation ,Finance Estates and Performance,AM SUPPORT SERVICES LTD,977585,625.82,"VOSAPO18598,Monthly Cleaning Service at Kirkham GVTS",LA3 2UZ
Department for Transport,DVSA,03/10/2014,Accommodation ,Finance Estates and Performance,GRADE ONE COMM CLEANING SERVICES LTD,977602,887.47,"VOSAPO17558,Grade One - Daily Cleaning at Gillingham GVTS OCTOBER 2014",ME4 4QR
Department for Transport,DVSA,03/10/2014,Civil Service Occupational Health Service Costs,Human Resources,HEALTH MANAGEMENT LTD,977581,9433.08,"VOSAPO18645,Provision of monthly occupational health service for DVSA",BN8 5NN
Department for Transport,DVSA,03/10/2014,Civil Service Occupational Health Service Costs,Human Resources,HEALTH MANAGEMENT LTD,977581,1766.62,"VOSAPO18645,Value Added Tax - header level",BN8 5NN
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,SKYSCAPE CLOUD SERVICES LTD,977340,29276.17,VOSA IL0 PROD STANDARD USAGE FOR AUGUST 2014,GU14 0LX
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977335,6970,CPMS DELIVERY 1 & 2 EXPENSES /51V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977331,8215,CPMS DELIVERY 1 & 2 EXTENSION 2 /55V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977338,16440,MOBILE COMPLIANCE - DELIVERY PHASE EXPENSES /48V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977336,14660,MOBILE COMPLIANCE DELIVERY PHASE 2 EXPENSES /48V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977329,15750,MOT - DATA MIGRATION & SUPPORT (PART II) /66V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977330,12600,MOT DATA MIGRATION & SUPPORT (PART III),EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977332,6245,MOT DELIVERY PHASE 2 /40V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977334,9355,MOT DELIVERY PHASE 2 EXPENSES /40V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977333,1655,MOT DELIVERY PHASE 2 EXTENSION /58V,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977337,5910,MOT SUPPORT (BRISTOL) EXPENSES /40aV,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Computer Costs,Finance Estates and Performance,VALTECH LTD,977339,4260,MOT SUPPORT (BRISTOL) EXPENSES /40aV,EC1A 4JQ
Department for Transport,DVSA,03/10/2014,Consultancy,Strategy and Customer,DEPARTMENT for TRANSPORT,977319,21643,PROFESSIONAL SERVICES OGD - STATUTORY IHAC WORK FOR DVSA FLEET COMPLIANCE CHECKS REF: 1002 - APRIL - JUNE 2014/15,SA7 0EA
Department for Transport,DVSA,03/10/2014,Cycle to Work Scheme,Finance Estates and Performance,CYCLESCHEME LTD,977341,799.99,VOUCHER ,BA1 1WX
Department for Transport,DVSA,03/10/2014,Legal Charges,Operations HQ,ABR SOLICITORS LTD,977600,891.42,"VOSAPO18656,0235-1-64.",LS1 3AX
Department for Transport,DVSA,03/10/2014,Legal Charges,Operations HQ,HINE & CO,977595,1191.72,"VOSAPO18653,0404-1-39.HN ",EX6 7JA
Department for Transport,DVSA,03/10/2014,Legal Charges,Operations HQ,HUNT & COOMBS SOLICITORS,977578,8856.24,"VOSAPO18655,0009-0-626.TC ",PE3 6AG
Department for Transport,DVSA,03/10/2014,Legal Charges,Operations HQ,ROTHERA DOWSON SOLICITORS,977606,867.24,"VOSAPO18658,0315-1-182.",NG1 1PZ
Department for Transport,DVSA,03/10/2014,Stationary,Operations HQ,WILLIAMS LEA LTD,977601,11415.17,"VOSAPO16509,IVA20 - IAC Certificate",NR3 1PD
Department for Transport,DVSA,03/10/2014,Stationary,Operations HQ,WILLIAMS LEA LTD,977598,807.41,"VOSAPO16548,VT56 - DVSA July 2014 versioin",NR3 1PD
Department for Transport,DVSA,03/10/2014,Stationary,Operations HQ,WILLIAMS LEA LTD,977592,1608.34,"VOSAPO17275,PG09/S - Prohibition Notice Paper (August 2014 version)",NR3 1PD
Department for Transport,DVSA,03/10/2014,Stationary,Operations HQ,WILLIAMS LEA LTD,977580,6982.85,"VOSAPO17514,Security Paper",NR3 1PD
Department for Transport,DVSA,03/10/2014,Stationary,Operations HQ,WILLIAMS LEA LTD,977610,648,"VOSAPO18013,PG10 - Removal of Prohibition",NR3 1PD
Department for Transport,DVSA,03/10/2014,Telecommunication,Chief Information Officer,INCOM TELECOMMUNICATIONS,977300,2402.08,X13 JABRA BIZ 2400 MONO & X13 JABRA SMART BOTTOM CABLES ,M17 1WD
Department for Transport,DVSA,06/10/2014,Accommodation,Finance Estates and Performance,CLEANSING SERVICE GROUP LTD (CIS),977955,5320.22,"VOSAPO17362,Uplift of contaminated flood water at Immingham to make site operational",PO15 5TT
Department for Transport,DVSA,06/10/2014,Accommodation ,Vehicle Testing,BUSINESS STREAM,961449,-2990.11,CREDIT WATER SERVICES 01/04/14-31/03/15,EH12 1GT
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,BUSINESS STREAM,970125,588.62,WATER 05/06/14-05/08/14 @ ABERDEEN,EH12 1GT
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,BUSINESS STREAM,972186,624.35,WATER 17/04/14-22/08/14 @ KILMARNOCK,EH12 1GT
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,BUSINESS STREAM,972189,1084.57,WATER 29/04/14-03/09/14 @ PERTH,EH12 1GT
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,BUSINESS STREAM,977630,503.98,WATER CHARGES FOR INVERNESS GVTS - 11/06/2014 TO 16/09/2014,EH12 1GT
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,NEIGHBOURS OFFICE & CONTRACT CLEANING,977956,745.92,"VOSAPO16620,Daily Cleaning service at Darlington GVTS",DL1 9JJ
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,SOLO SERVICE GROUP,977950,3507.96,"VOSAPO18180,Monthly cleaning service at Ellipse  Swansea",SA7 0AJ
Department for Transport,DVSA,06/10/2014,Accommodation ,Finance Estates and Performance,SPARKLING CLEAN SOLUTIONS,977970,528,"VOSAPO13741,General Office Cleaning daily Derby GVTS",DE1 3DS
Department for Transport,DVSA,06/10/2014,Postage and Stationery,Finance Estates and Performance,NEOPOST LTD,977629,3000,FRANKING MACHINE TOP UP FOR BERKELEY HOUSE,RM1 2AR
Department for Transport,DVSA,06/10/2014,Rent,Finance Estates and Performance,AR ADAMS & SONS (PRINTERS) LTD,977641,2396.7,RENT & SERVICE CHARGE FOR DOVER SECTOR OFFICE - 29/09/2014 TO 28/12/2014,CT16 1EW
Department for Transport,DVSA,06/10/2014,Rent,Finance Estates and Performance,MARLOW COMMERCIAL PROPERTY MANAGEMENT SERVICES,977679,4026.18,RENT & SERVICE CHARGE - THETFORD - 29/09/2014 TO 24/12/2014,SL7 1NW
Department for Transport,DVSA,06/10/2014,Rent,Finance Estates and Performance,SOUTH GLOUCESTERSHIRE COUNCIL,977672,3875,QUARTERLY RENT FOR TOMARTON CHECKSITE - 01/10/2014 TO 31/12/2014,BS15 0DS
Department for Transport,DVSA,06/10/2014,Rent,Finance Estates and Performance,THE HIGHLAND COUNCIL,977642,3150,RENT FOR PORTREE GVTS - 01/10/2014 TO 31/03/2015,IV3 5NX
Department for Transport,DVSA,06/10/2014,Rent,Finance Estates and Performance,THE HIGHLAND COUNCIL,977644,1500,RENT FOR WICK GVTS - 01/10/2014 TO 31/03/2015,IV3 5NX
Department for Transport,DVSA,06/10/2014,Room Hire,Office of the Traffic Commissioners and Licensing,OLDHAM COUNCIL,977638,560,VENUE HIRE - QUEEN ELIZABETH HALL FOR TRAFFIC COMMISSIONER PUBLIC INQUIRY - 29TH & 30TH SEPTEMBER 2014 - APPROVED BY xxxxxx - CC MANAGER FOR 85140,OL1 1UH
Department for Transport,DVSA,07/10/2014,Accommodation,Finance Estates and Performance,ALUN THOMAS ELECTRICAL SERVICES,977976,7320,"FIXED WIRING INSPECTIONS/SERVICES AMMANFORD, LLANTRISANT, PONTYPOOL AND ABERYSTWYTH",SA6 8PD
Department for Transport,DVSA,07/10/2014,Accommodation,Finance Estates and Performance,JAMIESONS LTD,978370,708,"VOSAPO16059,Window & Signage Repairs at Scarborough GVTS",NG10 4QE
Department for Transport,DVSA,07/10/2014,Accommodation,Finance Estates and Performance,JAMIESONS LTD,978391,1642.8,"VOSAPO18318,Norwich. Internal decoration. Apply stain block to watre damaged areas sand  fill and apply 2no. coats of magnolia emulsion to walls. Supply and fitt replacemnete ceiling tiles. All as per quotation provided. Access to b",NG10 4QE
Department for Transport,DVSA,07/10/2014,Accommodation ,Finance Estates and Performance,CONSULTANT CLEANERS LIMITED,978355,1263.23,"VOSAPO17445,Office cleaning at Leeds HGVTS for October 2014",WF16 0NF
Department for Transport,DVSA,07/10/2014,Accommodation ,Finance Estates and Performance,CROWN SECURITY SERVICES,978356,1066.5,"VOSAPO17554,Security for Birmingham for SEPT 2014",LE19 1SH
Department for Transport,DVSA,07/10/2014,Accommodation ,Finance Estates and Performance,HANLEY & JONES LTD,978363,925.56,"VOSAPO17555,Office Cleaning for SEPT 2014 Birmingham",B73 5XD
Department for Transport,DVSA,07/10/2014,Accommodation ,Finance Estates and Performance,REGENT OFFICE CARE LTD,978358,507.78,"VOSAPO16319,Watford VIC general cleaning monthly service",CV6 4QH
Department for Transport,DVSA,07/10/2014,Computer Costs,#,DSA,977618,10800,QTR 1 & 2 SALARY INCL T&S,SA7 0EA
Department for Transport,DVSA,07/10/2014,Cycle to Work Scheme,Finance Estates and Performance,CYCLESCHEME LTD,977972,999.99,VOUCHER ,BA1 1WX
Department for Transport,DVSA,07/10/2014,Professional Fees,Strategy and Customer,TECTIME DATA SYSTEMS LTD,978351,1472.4,"VOSAPO18017,3 Pro series TS/AS ENH Bundle",ST5 1EZ
Department for Transport,DVSA,07/10/2014,Room Hire,Human Resources,MORAY FIRTH TRAINING GROUP,978365,3470.8,"VOSAPO15878,Venue rental in Inverness August 2014",IV1 1UF
Department for Transport,DVSA,07/10/2014,Stationary,#,DSA,977618,84.98,QTR 1 & 2 SALARY INCL T&S,SA7 0EA
Department for Transport,DVSA,07/10/2014,Testing Equipment Maintenance,Finance Estates and Performance,BABCOCK SUPPORT SERVICES LTD,978364,1368,"VOSAPO17992,Repair of the Compressed Air System at Exeter - Replace oil drain plug autodrain and silencer. Please contact site to arrange a convenient date for the site visit.",BS34 8JH
Department for Transport,DVSA,07/10/2014,Testing Equipment Maintenance,Finance Estates and Performance,BABCOCK SUPPORT SERVICES LTD,978376,634.8,"VOSAPO17996,Repair of the Compressed Air System at Salisbury - Replaceme elements seperator and drain. Please contact site to arrange a convenient date for the site visit",BS34 8JH
Department for Transport,DVSA,07/10/2014,Testing Equipment Maintenance,Finance Estates and Performance,BABCOCK SUPPORT SERVICES LTD,978398,609.6,"VOSAPO17997,Repair of the Compressed Air System at Poole - Replacement seperator and elements. Please contact site to arrange a convenient date for the site visit",BS34 8JH
Department for Transport,DVSA,07/10/2014,Training,#,DSA,977618,960,Training,SA7 0EA
Department for Transport,DVSA,07/10/2014,Travel and Subsistence,Finance Estates and Performance,ENTERPRISE RENT-A-CAR,978350,3038.17,WEEKLY CONSOLIDATED INVOICE - 10/09/2014 TO 16/09/2014,TW20 8RX
Department for Transport,DVSA,07/10/2014,Travel and Subsistence,Finance Estates and Performance,ENTERPRISE RENT-A-CAR,978349,2705.31,WEEKLY CONSOLIDATED INVOICE - 17/09/2014 TO 23/09/2014,TW20 8RX
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,AC MAINTENANCE CONTRACTS LTD,978438,2800,WEED CLEARANCE AND SOWING OF WILD SEED AT IMMINGHAM W/B SITE - TASK NO. 022/014/0200/16,DN37 8NH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,BBC FIRE PROTECTION LTD (CIS),978794,1369.68,"VOSAPO17403,Emergency lighting repairs - Doncaster (1 x 600x600 modular fitting 1 x 5ft twin weatherproof fitting 1 x twinspot battery set)",NR18 0QH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,BBC FIRE PROTECTION LTD (CIS),978771,698.16,"VOSAPO17405,Emergency lighting repairs - Leeds (1 x 5ft weatherproof fitting 1 x battery pack)",NR18 0QH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,BBC FIRE PROTECTION LTD (CIS),978793,1135.68,"VOSAPO17466,Fire alarm and emergency lighting repairs - Southampton VIC ((1 x fire alarm panel + batteries 2 x 28w maintained lights 1 x 8w non-maintained bulkhead light)",NR18 0QH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,BBC FIRE PROTECTION LTD (CIS),978785,1202.16,"VOSAPO17467,Fire alarm and emergency lighting repairs - hereford (4 x twinspot 1 x 8w bulkhead 1 x fire alarm sounder 1 x fire alarm beacon 3 x smoke detectors)",NR18 0QH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,BRITISH GAS SERVICES (COMMERCIAL) LTD (CIS),978791,630,"VOSAPO16593,Poole. Service of 2no. boiler and call out cover for 1 July 2014 to 1st July 2015. Access to be agreed with station manager in advance.",S60 1BY
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INDUSTRIAL BUILDING SOLUTIONS LIMITED,978781,1902,"VOSAPO18296,Gutter clearance - Yeading",BH21 6SZ
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,978784,175.04,"VOSAPO18141,Fire Extinguisher Request - Northleigh House",BS32 4NH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,978784,1589.88,"VOSAPO18141,Minor Remedial works at Berkeley House",BS32 4NH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,978784,10.64,"VOSAPO18141,Minor Remedial works at Northleigh House",BS32 4NH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,978784,89.37,"VOSAPO18141,Pest Control Inspection Request - Northleigh House",BS32 4NH
Department for Transport,DVSA,08/10/2014,Accommodation,Finance Estates and Performance,INTERSERVE (FACILITIES MANAGEMENT) LTD,978784,117.03,"VOSAPO18141,Quotation for CCTV cabling between Berkeley House and Jubliee House",BS32 4NH
