Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535824,41765.02,Nov-12,NE1 3PL
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535828,13813.17,Nov-12,NE1 3PL
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535859,22599.78,Nov-12,NE1 3PL
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,535865,29860,November Invoice,NE1 3PL
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ROWSELL WRIGHT LIMITED,535810,5234,Work for November,HG3 2ER
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WILLIS LTD,535904,2288.4,Dartford FreeFlow Crossing Insurance Advice - DRIP - Willis Ltd - Pin 526555,BS8 1SN
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,535797,4847.31,XXXXX/Nov12/CC5612/PIN526016,RG21 4HJ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,535823,4821,Nov-12,RG21 4HJ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,535831,4423.91,Work carried out in November 2012,RG21 4HJ
Department For Transport,Highways Agency,30/11/2012,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,TREASURY SOLICITOR,535843,819,Inv No 122033  costs for appearing at an eye witness,WC2B 4TS
Department For Transport,Highways Agency,30/11/2012,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,535839,701,Stats 19 data costs November 2012 (as per backing sheet),WV10 6UH
Department For Transport,Highways Agency,30/11/2012,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD240484,5980,,PE1 1QF
Department For Transport,Highways Agency,30/11/2012,Lands Costs,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD240468,521.4,,WC2B 4TS
Department For Transport,Highways Agency,30/11/2012,Lands Costs,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD240482,2560,,WC2B 4TS
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,535848,1113,XXXXXw/e 25/11/12 and 2/12/12 #927.50,AL1 4ZX
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,535849,1350.72,XXXXX w/e 25/11/11 and 2/12/12,AL1 4ZX
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,535840,2394.6,XXXXX w/e 25/11/12 and w/e 2/12/12,EC1R 3DR
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,535844,1908,XXXXX w/e 25/11/12 and 2/12/12,EC1R 3DR
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,535845,2852.46,"XXXXX w/e 18/11/11, 25/11/11 and 2/12/12",EC1R 3DR
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,535847,683.22,XXXXX w/e 2/12/12 #569.35,SL1 1DB
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,REED SPECIALIST RECRUITMENT LIMITED,535841,1672.84,"XXXXX w/e 18/11/12, 25/11/12 and 2/12/12",SW20 0BA
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,NETWORKERS INTERNATIONAL PLC,535846,2215.68,411037045 P/E 25/11/12,BR1 1HP
Department For Transport,Highways Agency,30/11/2012,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,NETWORKERS INTERNATIONAL PLC,535890,814.44,"XXXXX temporary worker for w/e 25/11/12, invoice no 411037046  - 37.5 hrs = #678.70",BR1 1HP
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535868,793.9,8011,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535870,1055.73,8001,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535871,2341.84,8010,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535872,640.64,7095,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535873,857,8025,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535874,740.59,8022,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535875,982.5,8032,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535876,862,8023,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535877,1066.43,8031,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535878,605.25,8040,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535879,1066.2,8039,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,Other external training costs,FINANCE & BUSINESS SERVICES,MACNAUGHTON MCGREGOR LTD,535880,793.9,8041,NE3 1HN
Department For Transport,Highways Agency,30/11/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT A 50 LIMITED,535838,655552.46,November 2012 Payment for invoice no 50.529 & 50.530,NW1 3AX
Department For Transport,Highways Agency,30/11/2012,Postage,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,535886,1793,"Postage at PG, Manchester for 16/07/12 - 24/11/12",OX4 4DQ
Department For Transport,Highways Agency,30/11/2012,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,SERCO LTD,528834,-543.64,Installation of lock barrel at A1 Beeston South:,RG27 7FR
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,24.24,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,4.08,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,52.56,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,24.24,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,4.08,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,Safety Audits,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,88.62,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,516168,-17941.73,"M1 J10-13 Imp Sch HSR-514446 Inv:18808 31-Oct-11 #17,941.73",ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,516899,-1427.16,M1 J10-13 IMP SCH HSR 514446 TO:1042 Inv:18808 Sep 2011,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,516901,-23765.33,M1 J10-13 IMP SCH HSR-514446 Inv:18830 09 Dec 2011 (Works carried out during November 2011),ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,518159,-11582.63,M1 J10-13 HSR-514446 - Commercial Assurance Inv: 18852 31 Dec 2011,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,519646,-25823.98,M1 J10-13 IMP SCH HSR-514446 Commercial Assurance Inv: 18875 31 Jan 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,521157,-22731.05,M1 J10-13 IMP SCH HSR 514446 Commercial Assurance Feb 2012 - D/Invoice date 29 Feb 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,523639,-22874.46,M1 J10-13 HSR 514446 TO:1042 Type B Services - Commercial Assurance for the period 01- 31 March 12,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,525038,-21890.11,M1 J10-13 HSR 514446 Commercial Assurance Inv Date:01 May 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,526300,-17257.37,M1 J10-13 Task Order 1042 May 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,526301,-1307.08,A5 M1 Link Task Order 1042 May 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,527743,-19963.28,M1 J10-13 IMP SCH  514446 T/O:1042 30th June 12 Commercial Assurance Fee Account No:08,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,529433,-19459.72,M1 J10-13 HSR 514446 Inv Dated: 31 July 2012 Professional Services carried out during July 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,530875,-15792.78,M1 J10-13 MM 514446 Inv Date: 31 Aug 2012 - Commercial Assurance Aug 2012,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,532779,-16704.34,M1 J10-13 HSR 514446 Inv Date: 31 Sep 2012 Professional Services - Commercial Assurance Fee Acct No:11,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ENTERPRISEMOUCHEL LIMITED,535818,389.17,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238290,1738.97,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240449,3561.26,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240455,5240.5,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240457,3048.94,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240461,1344.27,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240469,1433,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240473,2154.2,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240478,864,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240479,721.5,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240480,1032,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240481,668.4,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240483,609.86,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD240485,700,,CF10 5BT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,535862,27983.98,Inv No 19084 Inv Date 31 Oct 12 M1 J32-35a Advance Copy,ME18 5NN
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,535820,71125.7,Inv No 102244 dated 30/11/12. M62 J25 to 30 MMS. Techspan basic costs November 2012,HP19 8BP
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,535821,19066.99,Inv No 102245 dated 30/11/12. M62 J25 to 30 MMS. Techspan CVO costs November 2012,HP19 8BP
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,535808,5503.01,Invoice Number B1849500 A160 Share of October Scheme Review,G2 7HX
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PEEKMOUCHEL,535861,1035.56,PeekMouchel Outstanding Invoices Part 1 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PEEKMOUCHEL,535863,69.75,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PEEKMOUCHEL,535863,527.57,PeekMouchel Outstanding Invoices Part 2 of 3,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,PEEKMOUCHEL,535869,2172.55,ERCC DDS Cable works,AL2 2DQ
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD240491,4210,,WC2B 4TS
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD235267,4551,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD235995,4744,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD236270,2363,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240276,1517,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240283,2105,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240287,1869,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240289,4985,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240301,1810,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240302,1754,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240315,1516,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240339,2810,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240462,1980,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240463,2237,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240464,1679,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240465,1387,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240466,2459,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240467,1824,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240470,639,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240471,2596,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240472,500,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240474,7568,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240476,1380,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD240492,966,,SW19 4DT
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,MAJOR PROJECTS,WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT,INAD/129086FIN,22519.18,,PL4 0YU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,532402,-47389.53,Apps and Certs Receipt - APC31770,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535314,-1153.76,Apps and Certs Receipt - APC33747,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,32346.91,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,20914.13,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,3021.25,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,535805,2818.53,Apps and Certs Receipt - APC36093,WV1 4RU
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,535829,14781.9,Quotation Number: Q00115 - For IP Adress Plug Scheme Maintenance Support,RH10 4NF
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,4.08,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,32.39,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,132.64,Apps and Certs Receipt - APC35726,M2 5JB
Department For Transport,Highways Agency,30/11/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,535818,46.77,Apps and Certs Receipt - APC35726,M2 5JB
