Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ORKNEY ISLANDS COUNCIL,555590,993.3,Non Dom Rates 2013/14,KW15 1NY
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ORKNEY ISLANDS COUNCIL,555592,12012,Non Dom Rates 2013/14,KW15 1NY
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ORKNEY ISLANDS COUNCIL,555593,889.35,Non Dom Rates 2013/14,KW15 1NY
Department for Transport,MCA,09/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,RENFREWSHIRE COUNCIL,555594,30144,Non Dom Rates 2013/14,PA1 1LD
Department for Transport,MCA,09/04/2013,Medical Examination Fees,Human Resources,WORKPLACE OPTIONS,553387,2847.55,One Month 4599 Employees 1-31/,W4 5YB
Department for Transport,MCA,09/04/2013,Ncs Aeroplane Flights,Ship Standards,#,277209,573.59,Safety Comms 19-20/03/13,
Department for Transport,MCA,11/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555933,759.42,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,11/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555935,1073.43,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,11/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555950,1110.37,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,11/04/2013,Fuel/Oil Cg Vehicles,Asset Management,ALLSTAR BUSINESS SOLUTIONS LTD,555951,756.29,Own Fleet Fuel Mar 13,SN5 6PS
Department for Transport,MCA,11/04/2013,Contract Cleaning,Asset Management,ANN'S CLEANING SERVICES,555882,799.8,Internal Cleaning March 2013,HS2 0DZ
Department for Transport,MCA,11/04/2013,Contract Cleaning,Asset Management,APPLE BLOSSOM CLEANING SERVICES LTD,555659,847.97,Cleaning Service March13,SA67 7ET
Department for Transport,MCA,11/04/2013,Maj Maint-Buildings Non Asset,Asset Management,ARCHITECTURAL DECORATORS LIMITED,555926,38714.4,Mrcc Dover Ext Decs,DA14 5DT
Department for Transport,MCA,11/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555768,1699.44,Install Mag-Locks To Main Swin,RG4 7AA
Department for Transport,MCA,11/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555769,1397.9,Additional Window Blinds In Ga,RG4 7AA
Department for Transport,MCA,11/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555770,4948.87,Additional Window Blinds In Tr,RG4 7AA
Department for Transport,MCA,11/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555772,639.64,Supply And Install Of 14 Twin,RG4 7AA
Department for Transport,MCA,11/04/2013,Est Serv - Consult Lmpsum/Work,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555775,2540.56,2 X Evac Chairs,RG4 7AA
Department for Transport,MCA,11/04/2013,Waste Disp/Refuse Collection,Asset Management,BABCOCK INFRASTRUCTURE SERVICES,555777,597.08,Phs White Vending Machines,RG4 7AA
Department for Transport,MCA,11/04/2013,Agency Staff,Shared Services,BADENOCH & CLARK,555795,808.86,W/E 29/03/13,W1T 5AE
Department for Transport,MCA,11/04/2013,Govt Procurement Card,Finance,BARCLAYS HMG PROCUREMENT CARD,555834,8000.25,Payments Charges & Adjustments,TS17 6YG
Department for Transport,MCA,11/04/2013,M&E Contracts,Human Resources,CARILLION PLANNED MAINTENANCE,555825,585.82,Works 1-28/02/13,G72 0FT
Department for Transport,MCA,11/04/2013,Planned Maintenance Under #5k,Human Resources,CARILLION PLANNED MAINTENANCE,555799,4663.15,Works February 2013,G72 0FT
Department for Transport,MCA,11/04/2013,Training Aids Etc.,Human Resources,CELEXON UK LTD,555835,998.99,3x Dell M110 Parts 2540046m110,NR15 2YA
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555842,7206.62,Epayfact - Sept 2012,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555847,7735.41,Epayfact - Oct 2012,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555852,6383.22,Epayfact - Nov 2012,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555856,7694.25,Epayfact - Dec 2012,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555860,7297.37,Epayfact - Jan 2013,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555862,7179.92,Epayfact - Feb 2013,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555864,7521.88,Epayfact - March 2013,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555850,-674.33,P/T Credit Inv No Hrs130001,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555859,-559.8,P/T Credit Inv Hrs130897,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555861,-607.82,P/T Credit Inv Hrs131111,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555863,-721.17,P/T Credit Inv Hrs131810,KT22 7LP
Department for Transport,MCA,11/04/2013,Other Personnel Costs,Human Resources,CGI IT UK LTD,555867,-735.29,P/T Credit Inv 132316,KT22 7LP
Department for Transport,MCA,11/04/2013,Non-Technical Training,Human Resources,CHARTERED INSTITUTE OF PURCHASING & SUPPLY,555833,1077.6,Training Ec,NG18 9DX
Department for Transport,MCA,11/04/2013,Security Services,Asset Management,CHUBB ELECTRONIC SECURITY LTD,555978,1009.2,Annual Contract,BB1 2QS
Department for Transport,MCA,11/04/2013,Contract Cleaning,Asset Management,CHURCHILL CONTRACT SERVICES LTD,555388,1514.9,Mrcc+Wins April 2013,AL5 4UN
Department for Transport,MCA,11/04/2013,Corporate Travel Contracts,Finance,ENTERPRISE RENT-A-CAR UK LTD,555841,17308.22,Car Hire Charges Mar 2013,TW20 8RX
Department for Transport,MCA,11/04/2013,Computer Hardware - Asset Reg,Information & Comms Technology,EVOLVE BUSINESS CONSULTANCY LTD,555764,1728,Clas Services Moc/Ais Mar 13,GU10 1DW
Department for Transport,MCA,11/04/2013,Software Licences - Asset Reg,Corporate Developments,EVOLVE BUSINESS CONSULTANCY LTD,555764,6912,Clas Services Mar 13,GU10 1DW
Department for Transport,MCA,11/04/2013,Planned Maintenance Under #5k,Asset Management,FIRST TESTING LTD,555892,720,Test Safety Eye Bolts,NG6 0DU
Department for Transport,MCA,11/04/2013,Filming & Photography,Office Of Chief Executive,FOCUS BUSINESS COMMUNICATIONS LTD,555848,553,Archive Management Mar-May 13,SO19 2PP
Department for Transport,MCA,11/04/2013,Machinery Maintenance,Seafarer Services,G4S TECHNOLOGY LTD,556001,1290.84,Service Chg,GL20 8UQ
Department for Transport,MCA,11/04/2013,Grounds Maintenance,Human Resources,HAMBROOKS GARDEN MAINTENANCE SERVICE LTD,555801,1437.3,Grounds Maintenance March13,SO32 2DA
Department for Transport,MCA,11/04/2013,Non-Technical Training,Human Resources,IT'S ALL ABOUT PEOPLE LTD,555820,1414.4,Executive Coaching,BN21 2NA
Department for Transport,MCA,11/04/2013,Uk Hotel Accommodation,Human Resources,LYON EQUIPMENT LTD,555854,845,Rope Rescue Course,CA10 3SS
Department for Transport,MCA,11/04/2013,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,555962,3407.34,Uniform,SO14 3EW
Department for Transport,MCA,11/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555973,800,Gigha Tide Gauge,OX16 2SB
Department for Transport,MCA,11/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555973,640,Port Ellen Tide Gauge,OX16 2SB
Department for Transport,MCA,11/04/2013,Civil Hydrographic Work,Navigation Safety,NET SURVEY Ltd,555974,60984,Approaches To Loch Inver,OX16 2SB
Department for Transport,MCA,11/04/2013,Telex Rental & Call Charges,HM Coastguard,NETWORK TELEX (UK),555749,1188,E-Telex Serv2 Lines 4/13-3/14,BH22 9NG
Department for Transport,MCA,11/04/2013,Contract Cleaning,Asset Management,NOONAN SERVICES GROUP (NI) LTD,555971,724.17,Janitorial Services Apr 2013,BT28 2SN
Department for Transport,MCA,11/04/2013,Maj Maint-Buildings Non Asset,Asset Management,NOVA CONSTRUCTION (CORNWALL) LTD,555927,16245,Delivery Of Windows To Falmout,TR1 2ST
Department for Transport,MCA,11/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,PARSONS BRINCKERHOFF Ltd,555932,4027.5,Portland And Daedalus Hu'S Soc,NE4 7YQ
Department for Transport,MCA,11/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,PARSONS BRINCKERHOFF Ltd,555936,3250,Highcliffe Envir Due Diligence,NE4 7YQ
Department for Transport,MCA,11/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,PARSONS BRINCKERHOFF Ltd,555938,2140,Moc Kites Croft Aci Proposal,NE4 7YQ
Department for Transport,MCA,11/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,PARSONS BRINCKERHOFF Ltd,555939,2054,Torbay Harbour Beacon Quay,NE4 7YQ
Department for Transport,MCA,11/04/2013,Maj Maint-Buildings Non Asset,Asset Management,PARSONS BRINCKERHOFF Ltd,555929,1000,Mrcc Falmouth Works Complete T,NE4 7YQ
Department for Transport,MCA,11/04/2013,Maj Maint-Buildings Non Asset,Asset Management,PARSONS BRINCKERHOFF Ltd,555930,4185,Daedalus Pst Replacement,NE4 7YQ
Department for Transport,MCA,11/04/2013,Prop Consultants Lump Sum Fees,Asset Management,PARSONS BRINCKERHOFF Ltd,555985,2216.75,East Professional Fees 12-13,NE4 7YQ
Department for Transport,MCA,11/04/2013,Prop Consultants Lump Sum Fees,Asset Management,PARSONS BRINCKERHOFF Ltd,555985,6267.25,West Professional Fees 12-13,NE4 7YQ
Department for Transport,MCA,11/04/2013,Prop Consultants Lump Sum Fees,Asset Management,PARSONS BRINCKERHOFF Ltd,555987,2148.5,West Professional Fees 12-13,NE4 7YQ
Department for Transport,MCA,11/04/2013,Royal Mail,Seafarer Services,PITNEY BOWES LTD POSTAGE BY PHONE,555984,1500,Postage,CM19 5DQ
Department for Transport,MCA,11/04/2013,Royal Mail,HM Coastguard,PITNEY BOWES PURCHASE POWER,555335,513,Franking Top-Up,CM20 2GZ
Department for Transport,MCA,11/04/2013,Water & Sewage,Asset Management,PORT OF TYNE AUTHORITY,555823,500.7,Water 12/12/12-31/03/13,NE34 9PT
Department for Transport,MCA,11/04/2013,Corporate Travel Contracts,Finance,REDFERN TRAVEL LTD,555754,179861.95,Hotel/Train/ Air Fares 31/3/13,BD1 3AZ
Department for Transport,MCA,11/04/2013,Consultancy Fees Non-Asset Reg,Asset Management,SCOTT AND COMPANY (CORNWALL) LTD,555934,2028,Quadrennial Inspections Of His,TR1 2NX
Department for Transport,MCA,11/04/2013,Storage And Distribution,Seafarer Services,THE MALTINGS LTD,556007,718.36,Bankers Box March 2013,CF24 5EZ
Department for Transport,MCA,11/04/2013,Agency Staff,Finance,VENN GROUP LTD,555964,1212.62,W/E 07/04/13,WC2R 0AA
Department for Transport,MCA,11/04/2013,Medical Examination Fees,Human Resources,WORKPLACE OPTIONS,555781,2847.55,Employee Assistance Programme,W4 5YB
Department for Transport,MCA,11/04/2013,Other Prosecution Costs,Office Of Chief Executive,#,555760,9069.98,#,
Department for Transport,MCA,11/04/2013,Other Prosecution Costs,Office Of Chief Executive,#,555761,24434.22,#,
Department for Transport,MCA,11/04/2013,Other Prosecution Costs,Office Of Chief Executive,#,555982,4785,#,
Department for Transport,MCA,11/04/2013,T&S Advances,HM Coastguard,#,277412,574,Watch Duties Mrcc L'Pool,
Department for Transport,MCA,11/04/2013,Uk Own Car Use Mileage,Business Delivery (Survey & Inspection),#,277442,572.4,"Mtng, Psc, Surveys, Inspectio",
Department for Transport,MCA,12/04/2013,Telecoms Pws,Information & Comms Technology,BT REDCARE,555810,4576.8,Bt Redcare Annual London,NW9 6LB
Department for Transport,MCA,12/04/2013,Masts & Towers Maint Non Asset,Information & Comms Technology,FLI STRUCTURES,555897,23067.6,Fairlight Rrs Repair Works,GL2 2AA
Department for Transport,MCA,12/04/2013,Comp H/Ware - Non-Asset Reg,Information & Comms Technology,MISCO CO UK,555817,1194.19,Additional Pc'S Moc/Dover,NN8 6GS
Department for Transport,MCA,12/04/2013,Comp H/Ware - Non-Asset Reg,Information & Comms Technology,MISCO CO UK,555819,1229.46,Add Monitors Moc/Dover,NN8 6GS
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556010,2276.6,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556013,538.4,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556014,582,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556015,582,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556016,1364,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556018,2404,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556019,1105.03,#,
Department for Transport,MCA,12/04/2013,Legal Fees Property - Non Asse,Asset Management,#,556021,3573.8,#,
Department for Transport,MCA,15/04/2013,Uniforms - Regular,Asset Management,MILLER RAYNER LTD,556356,1761.78,Uniform,SO14 3EW
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ABERDEEN CITY COUNCIL,556317,79599,Non Dom Rates 2013/14,AB12 9EW
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ABERDEEN CITY COUNCIL,556319,993.3,Non Dom Rates 2013/14,AB12 9EW
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ABERDEEN CITY COUNCIL,556320,2679.6,Non Dom Rates 2013/14,AB12 9EW
Department for Transport,MCA,16/04/2013,Security Services,Asset Management,ADP SECURITY SYSTEMS LTD,555619,12389.55,Security Cover - March 2013,GU32 3LJ
Department for Transport,MCA,16/04/2013,Security Services,Asset Management,ADP SECURITY SYSTEMS LTD,555916,1503.22,Cctv Monitoring 01 Apr-30 Sep,GU32 3LJ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,ALLERDALE BOROUGH COUNCIL,556322,2310,Ref 501600011300 1/4/13-1/4/14,CA14 3YJ
Department for Transport,MCA,16/04/2013,Uk Hire Car/Bus/Taxi/Park Etc,HM Coastguard,ALLSTAR BUSINESS SOLUTIONS LTD,556045,1233.14,Fuel 2/2-28/03/13 Various Driv,SN5 6PS
Department for Transport,MCA,16/04/2013,Royal Mail,Asset Management,ANGUS MACIVER LTD,556364,525,"Apollo Blinds Etc.,",HS1 2RA
Department for Transport,MCA,16/04/2013,Agency Staff,Shared Services,BADENOCH & CLARK,555925,815.23,W/E 05/04/13,W1T 5AE
Department for Transport,MCA,16/04/2013,Stationery,Finance,BANNER BUSINESS SUPPLIES LTD,555901,654.04,Ink Ruler Stapler Pen,NR3 1PD
Department for Transport,MCA,16/04/2013,Stationery - Paper Supplies,Finance,BANNER BUSINESS SUPPLIES LTD,556238,617.44,Paper,NR3 1PD
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,BARROW BOROUGH COUNCIL,556391,2102.1,Workshop 1/4/13-31/3/14,LA14 2LD
Department for Transport,MCA,16/04/2013,C Poll/Salvage Storage & Maint,HM Coastguard,BRAEMAR HOWELLS,556416,29145,Stockpile - April 2013,SA73 3AQ
Department for Transport,MCA,16/04/2013,Dispersant Storage & Maint,HM Coastguard,BRAEMAR HOWELLS,556415,1600,Prestwick Dispersant Apr 2013,SA73 3AQ
Department for Transport,MCA,16/04/2013,Exercises & Training,HM Coastguard,BRAEMAR HOWELLS,556417,1300,Bh Training Level 4,SA73 3AQ
Department for Transport,MCA,16/04/2013,Dispersant Storage & Maint,HM Coastguard,BRIGGS MARINE ENVIRONMENTAL SERVICES LTD,556420,1290,Dispersant March 2013,KY3 9AX
Department for Transport,MCA,16/04/2013,Water & Sewage,Asset Management,BUSINESS STREAM,556302,-519.82,Water Chgs Apr 2013-Mar 2014,EH12 9DH
Department for Transport,MCA,16/04/2013,Exercises & Training,HM Coastguard,CALDER CONFERENCES,556418,3956.72,Day Delegate Package X 27,LS16 6RF
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CARDIFF COUNTY COUNCIL,556084,40368,Rates 1/4/13-31/3/14,CF10 3WD
Department for Transport,MCA,16/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,556428,10954.8,Planned Work April 2013,G72 0FT
Department for Transport,MCA,16/04/2013,M&E Contracts,Asset Management,CARILLION PLANNED MAINTENANCE,556399,2323.73,Planned Works March 2013,G72 0FT
Department for Transport,MCA,16/04/2013,Planned Maintenance Under #5k,Asset Management,CARILLION PLANNED MAINTENANCE,556062,4627.66,Planned Service Works S/P Marc,G72 0FT
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CARLISLE CITY COUNCIL,556080,1663.2,Rates 1/4/13-31/3/14,CA3 8QG
Department for Transport,MCA,16/04/2013,Helicopters - Lee On Solent,Asset Management,CHC SCOTIA LTD,556431,447664,#,AB21 0GL
Department for Transport,MCA,16/04/2013,Helicopters - Portland,Asset Management,CHC SCOTIA LTD,556430,239743,#,AB21 0GL
Department for Transport,MCA,16/04/2013,Helicopters - Shetland,Asset Management,CHC SCOTIA LTD,556433,611958,#,AB21 0GL
Department for Transport,MCA,16/04/2013,Helicopters - Stornoway,Asset Management,CHC SCOTIA LTD,556435,601475,#,AB21 0GL
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CITY AND COUNTY OF SWANSEA,556344,1032.4,Store/Garage 01/04/13-31/3/14,SA1 4NR
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CITY AND COUNTY OF SWANSEA,556346,928,Rescue Storage 1/4/13-31/3/14,SA1 4NR
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CITY AND COUNTY OF SWANSEA,556350,962.8,Auxiliary Sta 1/4/13-31/3/14,SA1 4NR
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CITY AND COUNTY OF SWANSEA,556352,10324,New C/Guard 1/4/13-31/3/14,SA1 4NR
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CONWY COUNTY BOROUGH COUNCIL,556243,5916,Rates 1/4/13-1/4/14,LL32 8DU
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COPELAND BOROUGH COUNCIL,556246,1051.05,Rates 1/4/13-1/4/14,C28 7SJ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,COPELAND BOROUGH COUNCIL,556247,1270.5,Rates 1/4/13-1/4/14,C28 7SJ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556275,889.35,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556277,1848,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556278,3880.8,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556279,3729.35,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556280,693,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556281,531.3,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556282,981.75,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556283,2633.4,Rates 1/4/13-1/4/14,TR14 8ZQ
Department for Transport,MCA,16/04/2013,Rates/Cilor (In Lieu Of Rates,Asset Management,CORNWALL COUNCIL,556285,808.5,Rates 1/4/13-1/4/14,TR14 8ZQ
