Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,645022,23540,SPSF1015 December 2014 xxxxxxx,RG21 7PP,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,645028,112974,SPSF1018 December 2014 xxxxxxx,RG21 7PP,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,645031,17271.93,Package D December Invoice,RG21 7PP,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,645097,14000,"Task 1014, xxxxxxx, December 2014",RG21 7PP,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,645067,2560.8,ESS Order 19: IST Meetings and Support Services - Dec 2014,B5 7SW,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,645069,4000,ESS Order 19: A34 Abingdon - Road sensor replacement,B5 7SW,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,645072,4000,ESS Order 19: A303 Stopgate Cross - Road sensor replacement,B5 7SW,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,645074,2471.12,ESS Order 16: Pre-season parts used in 2014,B5 7SW,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,645080,4083.88,ESS Order 14: A19 Tees Viaduct anemometer,B5 7SW,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LIMITED,642968,-5309.23,#,IP1 9FN,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,629635,-1000,Work up to end of May,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,644955,14632.26,work completed for December 2014,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645002,1250,Work in 2014,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645035,11043,Dec 2014 Invoice PRG,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645064,4125.48,Work carried out in December,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645070,5309.23,#,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645081,8055.12,"For work done in december 2014 #8,055.12",BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,645085,8918.31,#,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,BOE FOREIGN CURRENCY,NETSERVENPPDSAFEROADDESIGN1,39423,NETSERVENPPDSAFEROADDESIGN,EC2R 8AH,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,BOE FOREIGN CURRENCY,NETSERVENPPDSAFEROADDESIGN2,39423,NETSERVNPPDSAFEROADDESIGN,EC2R 8AH,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,644974,4136.74,Receipt for #4136.74 for work carried out in Nov 2014,GL1 2NS,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,645066,25950,Work carried out in December,GL1 2NS,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,645090,12342,"Work for December 2014 (#12,342.00)",GL1 2NS,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,HYDER HALCROW M25 JOINT VENTURE,644982,12324.84,#,GU2 7AR,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,JACOBS UK LTD,645014,13554.43,#,G2 7HX,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,644972,11345.94,#,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,644973,11582.48,#,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,644975,14706.52,Dec14,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,644999,36850,Arup invoice 378117 - November work - #31250 expenses 5600 total #36850.00,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,645029,10649.31,Dec 14,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,645034,947.6,Dec 2014 Invoice PRG,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,645076,4000,work completed for December 2014,NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,645079,1435.97,"For work done in December 2014 #3,595.12",NE1 3PL,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,644979,7105.75,Engineering Support to Structures Delivery (Bedford) in November,RG21 4HJ,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,645033,904.59,#,RG21 4HJ,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,645073,4745.22,#,RG21 4HJ,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,645082,10751.84,"For work done in December 2014 #10,751.84",RG21 4HJ,
Department For Transport,Highways Agency,19/12/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,645096,2051.68,"T14-1 Work undertaken in December 2014 - #2,051.68",RG21 4HJ,
Department For Transport,Highways Agency,19/12/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,645091,3000.03,DX estate wide November 2014,MK14 6ES,
Department For Transport,Highways Agency,19/12/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,645091,3375.18,DX estate wide November 2014,MK14 6ES,
Department For Transport,Highways Agency,19/12/2014,Electricity,FINANCE & BUSINESS SERVICES,EDF ENERGY (NON CIS) CHARGES,645016,10200,Woodlands electric December 2014,PL3 5XQ,
Department For Transport,Highways Agency,19/12/2014,External seminars and conferences,HUMAN RESOURCES,CALDER CONFERENCES LIMITED,645037,1801.06,FED Practitioners - R1996 - Birmingham City Centre 2 December 2014,LS16 6RF,
Department For Transport,Highways Agency,19/12/2014,Gas,FINANCE & BUSINESS SERVICES,CORONA ENERGY (NON CIS) GAS CHARGES,645017,2400,Woodlands Gas December 2014,NW4 3RJ,
Department For Transport,Highways Agency,19/12/2014,Gas,FINANCE & BUSINESS SERVICES,CORONA ENERGY (NON CIS) GAS CHARGES,645018,1800,ERCC Gas Decebmer 2014,NW4 3RJ,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,831935,65.1,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,833662,63.24,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,831935,13.02,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,831935,199.02,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,833662,63.24,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,833662,312.48,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,831935,26.04,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,833662,42.78,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,HUMAN RESOURCES,ENTERPRISE RENT-A-CAR UK LTD,831935,24.18,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,831935,430.44,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,833662,165.54,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,831935,485.46,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,833662,956.04,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,831935,255.5,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car fuel,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,833662,232.5,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,831935,642.14,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,COMMERCIAL & PROCUREMENT,ENTERPRISE RENT-A-CAR UK LTD,833662,487.99,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,831935,242.09,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,831935,5799.04,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,833662,137.6,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,CUSTOMER OPERATIONS,ENTERPRISE RENT-A-CAR UK LTD,833662,4190.54,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,831935,794.39,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,833662,508.05,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,HUMAN RESOURCES,ENTERPRISE RENT-A-CAR UK LTD,831935,630.24,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,HUMAN RESOURCES,ENTERPRISE RENT-A-CAR UK LTD,833662,184.41,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,831935,1438.01,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,833662,1199.24,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,831935,4635.07,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,831935,69.7,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,833662,4620.41,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,833662,140.63,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,831935,900.68,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,831935,151.99,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,833662,625.56,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,NETWORK SERVICES DIRECTORATE,ENTERPRISE RENT-A-CAR UK LTD,833662,198.33,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,STRATEGY & PLANNING DIR,ENTERPRISE RENT-A-CAR UK LTD,831935,94.54,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,Hire car rental,STRATEGY & PLANNING DIR,ENTERPRISE RENT-A-CAR UK LTD,833662,45.95,CAR RENTAL NOV 2014,CB8 0AL,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,634206,-30370.55,Thales - Install Access & CPE 7 sites WAN July 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,634207,-52904.48,Thales - Install Access & CPE 7 sites LAN July 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,636120,-18652.26,Thales - Install Access & CPE 12 sites WAN August 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,638362,-47848.67,Thales - Install Access & CPE 5 sites LAN September 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,638363,-10896.38,Thales - Install Access & CPE 5 sites WAN September 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,THALES UK LIMITED,638369,-33631.31,Thales - Install Access & CPE Broadband September 2014,KT15 2NX,
Department For Transport,Highways Agency,19/12/2014,Lands Costs,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD247605,574.22,HAL00013248/xxxxxxx /25000104422014,GL4 7RT,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,COMMERCIAL & PROCUREMENT,CAPITA GROUP,644981,3479.23,xxxxxxx -w/e 19/12/14,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,COMMERCIAL & PROCUREMENT,MOTT MACDONALD GRONTMIJ JOINT VENTURE,644549,-0.2,Accrual for December Without VAT: #6299,SO50 9NW,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,BADENOCH & CLARK,644964,2421,xxxxxxx w/e 19/12/2014 5 days worked @ #403.50 daily inv,W1T 5AE,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,644997,678.88,xxxxxxx w/e 05/12/2014 37 hours worked @ #15.29 hourly,SW20 0BA,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,HUMAN RESOURCES,CAPITA GROUP,645098,1713.36,Doc 00457470 Inv L010020170 xxxxxxx w/e 13/12/14 (5 days @ #285.56 per day),DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,HUMAN RESOURCES,CAPITA GROUP,645106,1387.14,Doc 00457472 Inv L010020172 xxxxxxx w/e 13/12/14 (5 days @ #231.19/day),DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,HUMAN RESOURCES,NETWORKERS INTERNATIONAL PLC,644980,1562.87,xxxxxxx w/e 14/12/2014 4.5 days worked @ #289.42 daily,BR1 1HP,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,HUMAN RESOURCES,SPRING TECHNOLOGY STAFFING SERVICES LTD,645105,1953.1,Doc 00456049 Inv T30415/00 xxxxxxx w/e 30/11/14 (5 days @ #390.62 pd),B37 7YE,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,BROOK STREET (UK)  LTD,645061,504.68,xxxxxxx Inv- 30788062- PE 05/12/14,AL1 4ZX,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,VENN GROUP LIMITED,645048,653.36,#,WC2R 0AA,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,VENN GROUP LIMITED,645051,819.38,xxxxxxx w/e 14/12 39.63 hours@#17.23,WC2R 0AA,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,645036,999.6,For xxxxxxx e-mail dated 18/12/14,AL1 4ZX,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,BROOK STREET (UK)  LTD,645059,605.62,xxxxxxx Invoice- 30788061-PE 05/12/14,AL1 4ZX,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,CAPITA GROUP,644995,2636.59,#,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,CAPITA GROUP,645006,1713.36,xxxxxxx w/e 13 Dec worked 5 days,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,CAPITA GROUP,645008,3329.64,xxxxxxx w/e 6 Dec worked 5 days,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,CAPITA GROUP,645009,3329.64,xxxxxxx w/e 13 Dec 5 days,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,Non Civil Servant HA Staff,NETWORK SERVICES DIRECTORATE,CAPITA GROUP,645010,3264.66,xxxxxxx w/e 13 Dec worked 5 days,DL1 9HN,
Department For Transport,Highways Agency,19/12/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,645032,60298.48,"A19 - Reinstall Ramp Metering, Traffic Sign & TME loops",TS23 1PX,
Department For Transport,Highways Agency,19/12/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,644989,19975717.5,M25/2309 Inovice as per clause 51.2 of the M25 DBFO contract for November 2014,EN6 3NP,
Department For Transport,Highways Agency,19/12/2014,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,THE POLICE AND CRIME COMMISSIONER FOR NORTH YORKSHIRE,645089,1800,Barton outstation rent 19.12.2014 TO 18.03.2015,DL7 8ES,
Department For Transport,Highways Agency,19/12/2014,Printing and Reprographics Operating Costs,FINANCE & BUSINESS SERVICES,WILLIAMS LEA LIMITED,645046,600,Dartford and Thurrock Crossing- Parliament Management Fees,W2 6LG,
Department For Transport,Highways Agency,19/12/2014,TA Cost AUC - ICT Admin,FINANCE & BUSINESS SERVICES,BLAKE MORGAN LLP,645012,1445,SE Accom Sale of Federated House drafting and advising you on the form of replies to CPSEs and the proposed sale generally,PO6 4ST,
Department For Transport,Highways Agency,19/12/2014,TA Cost AUC - ICT Admin,FINANCE & BUSINESS SERVICES,SPECIALIST COMPUTER CENTRES PLC,644987,16672.27,New receipt replacing Receipt 643065 (incorrect FICT Hosting Tower PIN 548585),B11 2LE,
Department For Transport,Highways Agency,19/12/2014,TA Cost AUC - Programme,FINANCE & BUSINESS SERVICES,ATKINS LTD,645088,1733.4,Package Order 245 IAM IS Delivery Project Structures Support Dec 14 Fees,BS32 4SY,
Department For Transport,Highways Agency,19/12/2014,TA Cost AUC - Programme,FINANCE & BUSINESS SERVICES,OVE ARUP & PARTNERS,645101,13039.84,"Task 255 IAM IS Technical & Commercial Assurance Support (#12,402 fees + #637.84 expenses)",NE1 3PL,
