Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code
Department For Transport,Highways Agency,26/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD246486,524.29,HAL55555544//25000167712013,SW19 4DT
Department For Transport,Highways Agency,26/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD242697,2105,HAL00012809/xxxxxx/25000167442013,SW19 4DT
Department For Transport,Highways Agency,26/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD243656,2105,HAL00012864/B. N. T. /25000167422013,SW19 4DT
Department For Transport,Highways Agency,26/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD243657,2105,HAL00012866//25000167412013,SW19 4DT
Department For Transport,Highways Agency,26/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD243658,2105,HAL00012868//25000167432013,SW19 4DT
Department For Transport,Highways Agency,26/03/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,TRANSPORT FOR GREATER MANCHESTER,625306,36642.39,#,M60 1HX
Department For Transport,Highways Agency,26/03/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,WEST MERCIA POLICE AND CRIME COMMISSIONER,625403,13576.16,#,DY11 6AN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,EXPERIS LIMITED,625492,4108.68,xxxxxx w/e 16/03/14 5 days & w/e 23/03/14 5 days = 10 days @ 342.29 total #3423.90,EC1R 3DR
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,BROOK STREET (UK)  LTD,624870,-0.01,xxxxxx w/c 22-Feb-14 (35.50 Hours),AL1 4ZX
Department For Transport,Highways Agency,27/03/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,EXPERIS LIMITED,625489,5033.1,xxxxxx Timesheet WE: 16/03/14,EC1R 3DR
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,MAJOR PROJECTS,NTT DATA UK LTD,625433,5940,xxxxxx M1J28-31 32-35a Gateway Review 6days@990,EC3V 3DG
Department For Transport,Highways Agency,27/03/2014,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,REED SPECIALIST RECRUITMENT LIMITED,625540,523.36,xxxxxx - w/c 07/03/14 invoice 0226426560 37.5hrs @ #11.63 = #436.13,SW20 0BA
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,622986,-5000,WRF1 - Feb 2014,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,624496,1633,WRF1 - Feb & Mar 2014,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625592,8091,Work up to end of task,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625593,6516,Work up to end of March 14,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625550,24034,Work completed in March 2014,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625551,25000,Work completed in March 2014,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,625497,19083.92,Work completed in March 2014,CR0 2EE
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,625546,5992,Work completed in March,RG21 4HJ
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,625549,2277.25,Work completed in March,RG21 4HJ
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,625495,5873.12,Work completed for March 2014,NE1 3PL
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,625477,19881.42,"URS March Invoice #19,881.42",NE1 3PL
Department For Transport,Highways Agency,27/03/2014,ICT Hardware Purchase,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,617740,-5439.24,Unit Price Bundle Charge December 2013,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,UNIFY ENTERPRISE COMMUNICATIONS LTD,625443,13700.12,Unify Standing Charge for March 2014 #13700.12,MK15 0DJ
Department For Transport,Highways Agency,27/03/2014,Other external training costs,TRAFFIC MANAGEMENT DIRECTORATE,CAPITA SYMONDS LIMITED,625500,3348.95,TO19 Professional Services March 2014,DL1 9HB
Department For Transport,Highways Agency,27/03/2014,Other external training costs,TRAFFIC MANAGEMENT DIRECTORATE,CAPITA SYMONDS LIMITED,625398,82069.08,TO18 - Incident Management works for February 2013,DL1 9HB
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,OVE ARUP & PARTNERS,625457,19205.53,Task 255 - IAM IS (Mar 14) Monthly Invoice,NE1 3PL
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625583,3141.48,"Task 213 - #3,141.48 to be invoiced for March.",KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,625581,4786,"Task 164 - #4,786 to be invoiced for March.",NE11 0RU
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,625537,20626.05,"SU Payments. Amount #18540.27, VAT #2781.04.",S1 1BA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,625534,31011.27,"SU Payment. Net #27875.3, tax #4181.3",S1 1BA
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625538,8433.39,"Structures maintenance holiday work done in March 2014 GBP8,433.39",KT18 5BW
Department For Transport,Highways Agency,27/03/2014,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,BABCOCK CRITICAL SERVICES LTD,625490,60755.95,SIMP012725 - xxxxxx,NG15 0DR
Department For Transport,Highways Agency,27/03/2014,Printing and Reprographics Operating Costs,FINANCE & BUSINESS SERVICES,RICOH UK LIMITED,531921,-852.04,SE RCC MFD Click Charge August to October 2012,NN4 7YB
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,625521,5545.5,"receipted in error under Serco (621797) therefore returned, & receipted under CUBIC",TS17 6QY
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625451,60524.03,Receipt NoD120152985 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,WSP UK LIMITED,625555,1198.36,PO 1198 M6 J16-19 AQ surveys March 2014,RG21 4HJ
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,625558,6453.12,"Pkge order 1163, Lot3 IAM IS Technical Asset Specialist support, March 2014, xxxxxx",NE1 3PL
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,618001,-1361.01,Phase 2 Risk Based Asset Management - Dec'13,NE1 3PL
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,625493,14161.2,Payment for work done in March 2014,NE1 3PL
Department For Transport,Highways Agency,27/03/2014,ICT Software Purchase,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,625332,-108403.86,Other Charges March 2014 spend,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,ICT Software Purchase,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,622435,108403.86,Other Charges February 2014 spend,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,614352,4679.26,Optional Service Charge October 2013 spend,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,614353,-3832.26,Optional Service Charge November 2013 spend,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,625313,-4679.26,Optional Service Charge March 2014 spend,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,Gas,FINANCE & BUSINESS SERVICES,CORONA ENERGY (NON CIS) GAS CHARGES,625461,840,NW RCC Gas March 14,WD17 1JW
Department For Transport,Highways Agency,27/03/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,625460,800,NW RCC DX Services March 14,NN3 6YG
Department For Transport,Highways Agency,27/03/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,625465,600,NE RCC March 14,NN3 6YG
Department For Transport,Highways Agency,27/03/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,625530,512.49,NE RCC DX Service Feb 14,NN3 6YG
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK DELIVERY & DEVELOPMENT,PARSONS BRINCKERHOFF LIMITED,625481,9947.43,National Spatial Planning Arrangement - South East & London Lot 5 Inv. no. 177337 dated 07/03/2014,NE4 7YQ
Department For Transport,Highways Agency,27/03/2014,Call costs - Mobile phones,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,622441,-2086.89,Mobile Telephony Charges January 2014,WV10 6UH
Department For Transport,Highways Agency,27/03/2014,WM - Winter Maintenance,NETWORK SERVICES DIRECTORATE,YOTTA LIMITED,625512,90779.34,"March work +13/14 FFI delivery (90,779.34)",CV32 4LY
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,COMMERCIAL & PROCUREMENT,EVERSHEDS LLP,625579,4679,March invoices,CF10 5BT
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,COMMERCIAL & PROCUREMENT,EVERSHEDS LLP,625575,577,March invoice,CF10 5BT
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625545,6651.52,March invoice,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,625554,20900,March invoice,NE1 3PL
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION CONSTRUCTION LTD - CIVIL ENGINEERING,625595,7297154.22,March EOY Cert,WV1 4HY
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625541,9410.56,March 2014 Invoice #9410.56,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625494,8405.5,MARCH 14 Acrrual,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,625430,5971,Mar-14,RG21 4HJ
Department For Transport,Highways Agency,27/03/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,625456,530,Manchester DX Services March 14,NN3 6YG
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,625557,2401.58,M6 J2-4 to mid March 2014,G2 7HX
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,625522,339293.76,M3 J2 - J4a MM-ALR - February Application for Payment,RH1 1PQ
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625529,25135.14,M25/1512 M25 J21A SAFETY IMPROVEMENTS,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625528,79203.53,M25/1511 COFA M1 J6 SAFETY IMPROVEMENTS,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625527,5780.05,M25/1510 COFA A282 CHALK PIT BARRIER,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625559,439451.07,M25/1509 COFA / M4 ELEVATED STRENGTHENING PACKAGE,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625560,28196.4,M25/1508 COFA M4 ELEVATED STRENGTHENNING PACKAGE,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625570,40522.65,M25/1507 COFA / DFFC CHARGING GANTRIES,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625571,14197.46,M25/1506 COFA / DFFC CHARGING GANTRIES PACKAGE,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625572,8294.49,M25/1504 COFA / DFFC CHARING GANTRIES PACKAGE,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625525,31523.41,M25/1499 COFA / A30 CYCLEWAY SCHEME,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625568,567375.75,M25/1498 COFA / DFFC PACKAGE 5 SITE ACCOMODATION,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625567,45361.29,M25/1497 COFA / DFFC PACKAGE 5 SITE ACCOMODATION,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625464,2736,M25/1450 M4 BOSTON MANOR VIADUCT (BOSTON MANOR PARK-GSK),EN6 3NP
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,625526,28892.51,M25//1513 COFA M4 SAFETY BARRIER,EN6 3NP
Department For Transport,Highways Agency,27/03/2014,Professional advisers - Accommodation,FINANCE & BUSINESS SERVICES,BLAKE LAPTHORN,620456,-1500,Licence to occupy - Site at Aveley inv 932204 prof fees,PO6 4ST
Department For Transport,Highways Agency,27/03/2014,Professional advisers - Accommodation,FINANCE & BUSINESS SERVICES,BLAKE LAPTHORN,625556,1231,Licence to alter unti 1 Quinton inv 943870,PO6 4ST
Department For Transport,Highways Agency,27/03/2014,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,DX NETWORK SERVICES LTD,625459,590,Lateral DX Services March 14,NN3 6YG
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,625491,10837.92,"Invoice of # 10,837.92 for March 2014 work",NE11 0RU
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625449,26494.48,Invoice NoD120152952 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625447,75092.93,Invoice No D120152960 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625453,12235.44,invoice No D120152955 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625454,58824.96,invoice No D120152953 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NORTHERN POWERGRID (NORTHEAST) LTD (CIS) DIVERT/CONNECT,625452,63265.54,Invoice No D120152951 (Error Correction Receipt),DH4 7LA
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,625508,929.33,Invoice for work completed in March,KT18 5BW
Department For Transport,Highways Agency,27/03/2014,Consultants Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,625601,3778.6,"Invoice for March 2014, #3778.60",NE1 3PL
Department For Transport,Highways Agency,27/03/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,625484,5345.98,Invoice date 25.03'2014 invoice no. 5000028861 invoice amount with vat 6415.18 invoice amount without vat 5345.98,OL1 9LH
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625440,56818.08,Invoice 9393021186 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625455,56818.08,Invoice 93455569 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625435,56818.08,Invoice 93382614 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625434,58835.78,Invoice 93326198 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625437,56818.08,Invoice 93266105 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625436,56818.08,Invoice 93223918 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625439,56818.08,Invoice 93178635 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625445,2018.5,Invoice 93131076 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625441,56818.08,Invoice 93131060 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625442,56818.08,Invoice 93077284 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625448,56818.08,Invoice 92998929 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625450,56818.08,Invoice 92981304 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625446,6488.05,Invoice 92928897 Correction,DL1 9HN
Department For Transport,Highways Agency,27/03/2014,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,ST EDMUNDSBURY BOROUGH COUNCIL,625566,16388,"Invoice 21088496MAR2015 = National Non Domestic Rate Demand 2014/15, Lorry Park and premises, Rougham Hill, Bury St Edmunds, Suffolk, IP332RT, Period 01/04/14 to 01/01/15",IP33 3YU
Department For Transport,Highways Agency,27/03/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,625535,2160,Invoice 0226344972 Document 439376,SW20 0BA
Department For Transport,Highways Agency,27/03/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,CAPITA SYMONDS LIMITED,625561,61214,Inv TPMS Mar 14,DL1 9HB
Department For Transport,Highways Agency,27/03/2014,ICT Software Maintenance,FINANCE & BUSINESS SERVICES,CAPITA GROUP,625431,50330.03,Inv 92928897 incorrectly returned (due to transfer to new Prog Res PIN 543380); originally paid 28/3/13 [2012-13 FY Accts],DL1 9HN
