Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BIRSE CIVILS LTD,627328,189840,A11 Fiveways to Thetford Birse Cert No 23-  NDD Works March 2014,DN18 5BW,
Department For Transport,Highways Agency,23/04/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,627359,266594.65,#,RH10 1TX,
Department For Transport,Highways Agency,23/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,627294,293865.95,Airwave Managed Service (ISU Contribution) - April to June 2014,M14 0WG,
Department For Transport,Highways Agency,23/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,627339,324475.88,Invoice 5842241 stage 3 (PO 1292) Works up to 27th March 2014,RG21 7PP,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,COSTAIN LIMITED,627321,505181.72,Apps and Certs Receipt - APC67728,SL6 4UB,
Department For Transport,Highways Agency,23/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),627325,506428.33,Apps and Certs Receipt - APC67353,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),627325,563373.42,Apps and Certs Receipt - APC67353,DL1 1TJ,
Department For Transport,Highways Agency,23/04/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,627358,1507927.16,#,RH10 1TX,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,621815,-10102.63,Apps and Certs Receipt - APC63363,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,621815,-9853.83,Apps and Certs Receipt - APC63363,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,619494,-9534.64,Apps and Certs Receipt - APC61504,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,617356,-9151.1,Apps and Certs Receipt - APC59481,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,627212,-8000,MSR Invoice Apr 14,NE1 3PL,
Department For Transport,Highways Agency,24/04/2014,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,624233,-2950.75,Apps and Certs Receipt - APC65155,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,619494,-2824.75,Apps and Certs Receipt - APC61504,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,619494,-2003.59,Apps and Certs Receipt - APC61504,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,COMMERCIAL & PROCUREMENT,BOND DICKINSON LLP,618483,-1191,December 2013,BS1 6DZ,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,624233,-949.89,Apps and Certs Receipt - APC65155,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,626948,-809.62,#,RH10 1TX,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,624233,-668.93,Apps and Certs Receipt - APC65155,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,615039,-580.52,Apps and Certs Receipt - APC57606,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,624233,-368.84,Apps and Certs Receipt - APC65155,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,617356,-328.36,Apps and Certs Receipt - APC59481,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,YORKSHIRE WATER (NON CIS),627095,-250,#,BD3 7YD,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,617356,-69.65,Apps and Certs Receipt - APC59481,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,BROOK STREET (UK)  LTD,626305,15.22,xxxxx W/E 04/04/14,AL1 4ZX,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,47.89,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,90.54,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Stationery,FINANCE & BUSINESS SERVICES,BANNER BUSINESS SUPPLIES LTD,627141,289.38,"The Cube	stationery 0003753124 inv 28039764, inv 28051746 (5.38), inv 28057948, inv 28091163 (17.6)	11/04/2014",NR3 1PD,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,393.44,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,REED SPECIALIST RECRUITMENT LIMITED,627459,578.09,XXXXX - 0226533864 w/c 05/04/14 37 hrs @ #13.02 = #481.74,SW20 0BA,
Department For Transport,Highways Agency,24/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,SOUTH LAKELAND DISTRICT COUNCIL,627410,745.21,#,LA9 4DL,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627428,814.72,NDD East TechMAC - A120 FTMS Refurbishment 2013-14 - PIN 543841 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,627405,820.25,#,DH98 1BT,
Department For Transport,Highways Agency,24/04/2014,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627394,934.24,Apps and Certs Receipt - APC67557,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,REED SPECIALIST RECRUITMENT LIMITED,627447,1012.98,Service of Mr.xxxxx for week ending 04/04/2014,SW20 0BA,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,1040.46,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627373,1096.94,XXXXX w/e 20/04/14 inv 5626540,SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627427,1230.64,NDD East TechMAC - 1G to 2G CCTV Upgrades 2013-14 - PIN 533651 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,627432,1366.47,Mar 14 fees,RG21 7PP,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,1423.83,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EXPERIS LIMITED,627414,1466.5,"XXXXX, ""Pre-bill invoice"" Period/End 20/04/14T/S R1246658",EC1R 3DR,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627424,1507.11,NDD East TechMAC - VMS Renewals Package 9 M40 - PIN 533775 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HALES GROUP LIMITED,627377,1533.6,XXXXX W/E 20/04/14 & 27/04/14,PE10 9NE,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,TRAFFIC MANAGEMENT DIRECTORATE,CONNECT PLUS (M25) LTD,627404,1625.26,Dartford Control Room Capability Project Inv. no. M25/1573 Dated 02/04/2014,EN6 3NP,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,ELECTROSONIC LTD,627388,1774.5,INV105350,DA2 7SY,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,ELECTROSONIC LTD,627389,1774.5,INV105324,DA2 7SY,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,HALES GROUP LIMITED,627375,1917,XXXXX W/E 06/04/14 & 3/04/14,PE10 9NE,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627411,2131.98,"XXXXX w/e	16/03/2014 5 days @ 355.33",SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627412,2131.98,XXXXX w/e 23/03/2014 5 days worked @ #355.33 daily inv 5617830,SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627415,2131.98,XXXXX w/e 30/03/2014 5 days worked @ #355.33 daily inv 5617928,SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627416,2131.98,XXXXX w/e 06/04/2014 5 days worked @ #355.33 daily inv 5621160,SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,627417,2131.98,XXXXX w/e 13/04/2014 5 days worked @ #355.33 daily inv 5625955,SL1 1DB,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,EXPERIS LIMITED,627400,2254.36,Daily Rate for XXXXX w/e 13/04/2014 & 20/04/2014 Inv. no. PRE1000908 Dated 23/04/2014,EC1R 3DR,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,627442,2626.62,PO 1198 M6 J2-4 April 2014,G2 7HX,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,2668.75,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,SPRING TECHNOLOGY STAFFING SERVICES LTD,627372,2914.26,XXXXX w/e 20/04 inv R51587/00,B37 7YE,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,627446,3049.56,#,KT18 5BW,
Department For Transport,Highways Agency,24/04/2014,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,3082.3,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,627390,3271.09,#,KT18 5BW,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,ANDREW DUNN LTD,627387,3318.9,XXXXX Ltd 6 days consultancy @ #500 a day + expenses #318.90 = #3318.90,DL12 0AH,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,H W MARTIN (TRAFFIC MANAGEMENT) LTD,627443,3350,Apps and Certs Receipt - APC67708,DE55 5JY,
Department For Transport,Highways Agency,24/04/2014,Other external training costs,FINANCE & BUSINESS SERVICES,OPP LTD,627406,3414.45,Inv0489686,OX2 8EP,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,3501.83,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627422,4048.3,NDD East TechMAC - M40 VMS Renewals Package 1 - PIN 533242 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,NETWORK RAIL,627441,4227.11,Invoice PP6748 Invoice Date: 16/04/2014 Invoice Amount : #3913.99,SN1 1GW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627460,4441.96,"April work (4,441.96)",NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,627431,4510.41,Feb 14 fees,RG21 7PP,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,4755.23,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,627379,5000,Apps and Certs Receipt - APC67748,B23 7RZ,
Department For Transport,Highways Agency,24/04/2014,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627418,5175.73,NDD East TechMAC - East MIDAS Loop Cuts 2013-14 - PIN 537753 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,THE POLICE AND CRIME COMMISSIONER FOR WEST MIDLANDS,627430,5282.63,"Document number 00442097, invoice number 133188, date 16-APR-2014, amount #5,282.63, no VAT included.",CV1 2JX,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,COMMERCIAL & PROCUREMENT,CAPITA GROUP,627403,5460,#,DL1 9HN,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,5681.82,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,CM - External Tehnical Consultant Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627449,7151.6,"April work (7,151.60)",NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,627409,7492.32,A14 HRV Contingency Plan - Interim 50,SN1 1GW,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627426,7547.16,NDD East TechMAC - VMS Renewals Package 5 A1(M) 2013-14 - PIN 533241 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,627452,7581,Invoice No. 5000030780; Invoice date 17/04/2014; amount without VAT #7581.00 Amount with VAT #9097.20,OL1 9LH,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,NETWORK INFORMATION SERVICES LTD,627371,7689,Journey time database updates for HATRIS,B32 1AF,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,8146.3,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,627391,8247.1,#,KT18 5BW,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HAMPSHIRE COUNTY COUNCIL,627448,9195,SRTM Modelling Stage 1 M3 J14-12 JTR study model runs 27/03/2014,SO23 8UJ,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627437,9775,#,NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627385,10000,April receipt 2014 Building Cap in Sustainability,NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627436,10453.98,#,NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627420,11170.33,NDD East TechMAC - East Electrical Rectification 2013-14 - PIN 537760 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,WESTERN POWER DISTRIBUTION (CIS) DIVERT/CONNECT,627434,11314.31,Payment for invoice no 68864,PL4 0YU,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,11494.12,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,COSTAIN LIMITED,627399,11614.44,Apps and Certs Receipt - APC67478,SL6 4UB,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,627384,11694.84,M3 J2-4a Mouchel CDMC Invoice: 5000030784 Date: 17.04.14,OL1 9LH,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,MAJOR PROJECTS,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,627438,13541.62,Inv No 90989049 dated 24/4/14. M62 J25 to 30 MMS. Cubic Final Payment SCT052. Cert No 69 for work in Jan 2014,TS17 6QY,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627392,15690.96,"April work (15,690.96)",NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,627462,16272,Apps and Certs Receipt - APC67554,M2 5JB,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,17738.96,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,CM - External Tehnical Consultant Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627451,19365,"April work HARRIS2 compensation event (19,365)",NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,627381,20000,Apps and Certs Receipt - APC67769,B23 7RZ,
Department For Transport,Highways Agency,24/04/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,20300.82,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,20407.16,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,THE POLICE AND CRIME COMMISSIONER FOR ESSEX,627376,23070,1800001652 Provision of Enforcement on QE11 Bridge from 01/01/14 - 31/-3/14,CM2 6DA,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627397,23727.86,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,CM - External Tehnical Consultant Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627453,25256,"April work (25,256)",NE11 0RU,
Department For Transport,Highways Agency,24/04/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,CAPITA GROUP,627455,25453.5,"XXXXX Timesheets We: 09/03/14, 16/03/14, 23/03/14, 30/03/14, 06/04/14 & 13/04/14",DL1 9HN,
Department For Transport,Highways Agency,24/04/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BT OPENREACH (CIS) DIVERT/CONNECT,627440,25918.31,"Advance payment = A1060 Parkway (from outside Chiquito Restaurant, Van Diemens Road to A138 Chelmer Road junction with Parkway)",S1 1BA,
Department For Transport,Highways Agency,24/04/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SKANSKA CONSTRUCTION UK LTD,627396,25932.2,Apps and Certs Receipt - APC67735,WD3 9SW,
Department For Transport,Highways Agency,24/04/2014,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,627419,26248.7,NDD East TechMAC - East Green Claims 2013-14 - PIN 537759 - Mar 14,AL2 2DQ,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,WSP UK LIMITED,627393,26590.54,#,RG21 4HJ,
Department For Transport,Highways Agency,24/04/2014,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,627395,26899,"April work (26,899)",NE11 0RU,
