DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|DVSA|09/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|956406|-21000|VOSAPO16507,Quantitive survey of operators and service agents - completion of commission|SW19 4EU|
Department for Transport|DVSA|09/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|956425|-505.2|VOSAPO16507,Quantitive survey of operators and service agents - Fieldwork|SW19 4EU|
Department for Transport|DVSA|09/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|956611|1010.4|VOSAPO16507,Quantitive survey of operators and service agents - Fieldwork|SW19 4EU|
Department for Transport|DVSA|09/07/2014|Electricity|Finance Estates and Performance|BRITISH GAS TRADING LTD|956471|3351.93|ELECTRICITY BILL - NORTHLEIGH HOUSE|GU15 3WA|
Department for Transport|DVSA|09/07/2014|Electricity|Finance Estates and Performance|BRITISH GAS TRADING LTD|956472|1297.67|ELECTRICITY BILL - NORTHLEIGH HOUSE|GU15 3WA|
Department for Transport|DVSA|09/07/2014|Postage and Stationery|Finance Estates and Performance|DX NETWORK SERVICES LTD|956489|4272|PREPAID COURIER POUCHES AND LABELS|SLO 9JQ|
Department for Transport|DVSA|09/07/2014|Rent|Finance Estates and Performance|POOLE HARBOUR COMMISSIONSERS|956485|726.17|RENT - 29/07/2014 TO 28/10/2014 - POOLE DOCKS|BH15 4AJ|
Department for Transport|DVSA|09/07/2014|Telecommunication|Chief Information Officer|VODAFONE|956494|22998.98|VARIOUS GSI INVOICE CONVERGENCE FRAMEWORK (GCF) - 01/04/2014 TO 30/06/2014|RG14 5FF|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Finance Estates and Performance|GOVERNMENT CAR SERVICE|956449|23695.04|VEHICLE MAINTENANCE CHARGES - MAY 2014|SW8 5AX|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Finance Estates and Performance|GOVERNMENT CAR SERVICE|956450|4194.95|FLEET MANAGEMENT FEE - MAY 2014|SW8 5AX|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Operations|STAFF TRAVEL COSTS|956703|75.25|T&S|#|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Operations|STAFF TRAVEL COSTS|956703|15|T&S|#|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Chief Executive|STAFF TRAVEL COSTS|956707|15|T&S|WS10 9SN|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Operations|STAFF TRAVEL COSTS|956703|400.5|T&S|#|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Operations|STAFF TRAVEL COSTS|956703|63|T&S|#|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Chief Executive|STAFF TRAVEL COSTS|956707|72.3|T&S|WS10 9SN|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Chief Executive|STAFF TRAVEL COSTS|956707|97|T&S|WS10 9SN|
Department for Transport|DVSA|09/07/2014|Travel and Subsistence|Chief Executive|STAFF TRAVEL COSTS|956707|403.5|T&S|WS10 9SN|
Department for Transport|DVSA|10/07/2014|Accommodation|Finance Estates and Performance|MEADOW LANDSCAPES|956879|582|GROUNDS MAINTENANCE @ BH & JB 09 & 20/06/14|BS10 6PF|
Department for Transport|DVSA|10/07/2014|Accommodation |Finance Estates and Performance|DRAIN CALL SERVICES LTD|956880|678|REMOVAL OF GRAFFITI AT SANDY WEIGHBRIDGE SITE - 26/06/2014|SG6 1JF|
Department for Transport|DVSA|10/07/2014|Accommodation |Finance Estates and Performance|ATECH SIGNS AND GRAPHICS|956881|945|REPLACEMENT OF VOSA SIGNAGE WITH DVSA SIGNAGE - ELLIPSE BUILDING|SA14 9UU|
Department for Transport|DVSA|10/07/2014|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|BH CONSTRUCTION CO LTD|950255|115260.84|VOSAPO14915,Immingham Site reconfiguration works. Payment 2 01/05/14 to 31/05/14 Apr-14.|DN16 3RN|
Department for Transport|DVSA|10/07/2014|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|MOTT MACDONALD LTD|956860|6678.91|PROFESSIONAL FEES - GLENLUCE|CR0 2EE|
Department for Transport|DVSA|10/07/2014|Capital Expenditure - Rented Property Improvements|Finance Estates and Performance|MOTT MACDONALD LTD|956861|7687.15|PROFESSIONAL FEES - CHILCOMB|CR0 2EE|
Department for Transport|DVSA|10/07/2014|Capital Expenditure - Rented Property Improvements|Finance Estates and Performance|SOUTHERN ELECTRIC POWER DISTRIBUTION PLC|956862|2425.18|NEW ELECTRICITY CONNECTION - VOSA CHILCOMB|SO43 7PH|
Department for Transport|DVSA|10/07/2014|Major Maintenance|Finance Estates and Performance|VEALE WASBROUGH VIZARDS LLP|956859|1342.32|PROFESSIONAL FEES - TOMARTON|BS1 5WS|
Department for Transport|DVSA|10/07/2014|Postage and Stationery|Operations HQ|ROYAL MAIL|956877|1610.77|BUSINESS MAIL ADVANCED CHARGES JUN 14|S49 1HQ|
Department for Transport|DVSA|10/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD (CIS)|957206|703.2|VOSAPO15309,Repair to the Maha RBT at Tormarton as per your quotation dated 12/05/2014 from xxxxxx. OR8 Board needs replacement.|PE13 2TZ|
Department for Transport|DVSA|10/07/2014|Testing Equipment Maintenance|Finance Estates and Performance|MAHA U.K. LTD (CIS)|957206|96|VOSAPO15309,Labour cost|PE13 2TZ|
Department for Transport|DVSA|10/07/2014|Travel and Subsistence|Finance Estates and Performance|LEX AUTOLEASE LTD|956871|19190.97|FLEET 577221 1/4LY IN ARREARS LEASE PAYMENT|SK3 0RB|
Department for Transport|DVSA|10/07/2014|Travel and Subsistence|Finance Estates and Performance|ALLSTAR BUSINESS SOLUTIONS|956873|26823.03|FUEL TRANSACTION -  JUN 2014.2 - APPROVED|SN5 6PS|
Department for Transport|DVSA|11/07/2014|Accommodation|Finance Estates and Performance|POST OFFICE LTD|957261|3363.6|CASH COLLECTION SERVICE|BL4 9XX|
Department for Transport|DVSA|11/07/2014|Accommodation|Finance Estates and Performance|ESK PAVING & INTERIOR SERVICES (CIS)|957322|520|VOSAPO16160,Clean Gutters & replace Light Tubes at Carlisle|CA6 5UJ|
Department for Transport|DVSA|11/07/2014|Accommodation|Finance Estates and Performance|GREENSTAR CLEANERS LTD|957328|54|VOSAPO14748,Monthly litter pick & tidy up of the lower compound at Leatherhead checksite for May & June 2014. Rubbish collected to be bagged & disposed of on site. As per email dated 06/03/2014.|RH10 9PY|
Department for Transport|DVSA|11/07/2014|Accommodation |Finance Estates and Performance|4 FORCES KEYHOLDING LTD|957225|1376.4|SECURITY GUARDS FOR BIRMINGHAM GVTS - JUNE 2014|WV3 9SB|
Department for Transport|DVSA|11/07/2014|Accommodation |Finance Estates and Performance|GREENSTAR CLEANERS LTD|957328|684|VOSAPO14532,Cleaning at VOSA weighbridge site Leatherhead|RH10 9PY|
Department for Transport|DVSA|11/07/2014|Accommodation |Finance Estates and Performance|SHIRLEY SHELLEY CONTRACT CLEANERS LTD|957335|643.5|VOSAPO14833,Monthly office cleaning services at Ipswich GVTS from 1st May 2014 to June 2014|IP4 4NB|
Department for Transport|DVSA|11/07/2014|Capital Expenditure - Computer Hardware|Finance Estates and Performance|COMPUTACENTER UK LTD|957266|775.18|TROLLEY & TV'S FOR NORTHLEIGH HOUSE, STOKE GIFFORD|AL10 9TW|
Department for Transport|DVSA|11/07/2014|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|R J McLEOD (CONTRACTORS) LTD|957273|142946.82|CONSTRUCTION WORKS - GLENLUCE|G32 8XT|
Department for Transport|DVSA|11/07/2014|Capital Expenditure - Rented Property Improvements|Finance Estates and Performance|HAMPSHIRE COUNTY COUNCIL|957274|7112|LEGAL FEES RE: CHILCOMB|SO23 8UB|
Department for Transport|DVSA|11/07/2014|Impounded Vehicles|Operations|TFL SCAFFOLDING LTD|957276|4996.17|REVENUE FROM IMPOUNDING DISPOSAL |NW7 4AS|
Department for Transport|DVSA|11/07/2014|MOT Computerisation|Chief Information Officer|ATOS WORLDLINE UK LTD|957318|1486.65|VOSAPO16510,MOT COMP - Additional Documents - June 14|WV10 6UH|
Department for Transport|DVSA|11/07/2014|Rent|Finance Estates and Performance|FERGUSON TRANSPORT (SPEAN BRIDGE) LIMITED|957254|8736|RENT FOR TEST STATION AT CORPACH MAINTENANCE DEPOT - AUGUST, SEPTEMBER AND OCTOBER 2014|PH33 7NN|
Department for Transport|DVSA|11/07/2014|Travel and Subsistence|Vehicle Testing|ON SITE TRUCK REPAIRS LTD|957298|596.84|VOSAPO16412,Trailer |Hire|SK6 2QR|
Department for Transport|DVSA|11/07/2014|Travel and Subsistence|Operations HQ|EXPOTEL|957255|647.78|STAFF ACCOMMODATION COSTS|SK4 2RZ|
Department for Transport|DVSA|14/07/2014|Accommodation|Finance Estates and Performance|PR WILSON LTD|957366|3832.8|EXTERNAL DECORATIONS @ BISHOPBRIGGS|G20 6HS|
Department for Transport|DVSA|14/07/2014|Accommodation|Finance Estates and Performance|NEWTECH ELECTRICALl LTD (CIS)|957868|673.13|VOSAPO15760,VIC building emergency lighting repairs - Gillingham (3 x fittings)|BN11 2BW|
Department for Transport|DVSA|14/07/2014|Accommodation|Finance Estates and Performance|KD DOORS (CIS)|957880|1514.4|VOSAPO15766,Supply and install 1 off 100mm flap to prevent water ingress. As per quote:54744|ML4 3LP|
Department for Transport|DVSA|14/07/2014|Accommodation|Finance Estates and Performance|NEWGATE (NEWARK) LTD (CIS)|957894|512.4|REPAIRS TO BARRIER @ TODHILLS|NG24 2DE|
Department for Transport|DVSA|14/07/2014|Accommodation|Finance Estates and Performance|BRITISH GAS SERVICES (COMMERCIAL) LTD (CIS)|957897|682.8|BOILER SERVICE @ CHELMSFORD 01/07/13-01/07/14|S60 1BY|
Department for Transport|DVSA|14/07/2014|Computer Costs|Finance Estates and Performance|VALTECH LTD|957372|225612.5|OLBS TECHNICAL REFRESHER & MODERNISATION DELIVERY PHASE 2|EC1A 4JQ|
Department for Transport|DVSA|14/07/2014|Computer Costs|Finance Estates and Performance|VALTECH LTD|957373|7410|OLBS TECHNICAL REFRESHER & MODERNISATION DELIVERY PHASE 1A EXPENSES|EC1A 4JQ|
Department for Transport|DVSA|14/07/2014|Construction Industry Tax|Finance Estates and Performance|PR WILSON LTD|957366|-538.8|EXTERNAL DECORATIONS @ BISHOPBRIGGS|G20 6HS|
Department for Transport|DVSA|14/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|957865|21000|VOSAPO16507,Quantitive survey of operators and service agents - completion of commission|SW19 4EU|
Department for Transport|DVSA|14/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|957866|-505.2|VOSAPO16507,Quantitive survey of operators and service agents - Fieldwork|SW19 4EU|
Department for Transport|DVSA|14/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|957870|17532.9|VOSAPO16507,Quantitive survey of operators and service agents - Fieldwork|SW19 4EU|
Department for Transport|DVSA|14/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|957877|505.2|VOSAPO16701,Additional sample of commercial body builders database|SW19 4EU|
Department for Transport|DVSA|14/07/2014|Customer Research|Strategy and Customer|SIMPSON CARPENTER LIMITED|957882|-21000|VOSAPO16507,Quantitive survey of operators and service agents - completion of commission|SW19 4EU|
Department for Transport|DVSA|14/07/2014|Electricity|Finance Estates and Performance|EDF ENERGY|957351|2730.52|ELECTRICITY CHARGES @ GCDA PONTON RD JUN 14|PL3 5XQ|
Department for Transport|DVSA|14/07/2014|Government Procurement Card|Finance Estates and Performance|BARCLAYCARD COMMERCIAL|957904|145584.56|GPC BILL JUNE 2014|TS17 6YG|
Department for Transport|DVSA|14/07/2014|Insurance|Finance Estates and Performance|ACE (LEEDS) LTD|957895|6771.16|INSURANCE @ LEEDS TAN 24/06/14-23/06/15|SW1X 9EJ|
Department for Transport|DVSA|14/07/2014|Legal Charges|Human Resources|TREASURY SOLICITORS DEPARTMENT|957259|7576.68|CHARGES FOR PROFESSIONAL SERVICES - Z1307873 -|WC2B 4TS|
Department for Transport|DVSA|14/07/2014|Legal Charges|Human Resources|TREASURY SOLICITORS DEPARTMENT|957260|2190.72|CHARGES FOR PROFESSIONAL SERVICES - Z1408536 - |WC2B 4TS|
Department for Transport|DVSA|14/07/2014|Major Maintenance|Finance Estates and Performance|RIDER LEVETT BUCKNELL (CIS)|957364|3039.6|FEES @ KING GEORGE DOCK REPLACEMENT CABIN|B3 2BH|
Department for Transport|DVSA|14/07/2014|Rent|Finance Estates and Performance|PORT OF FELIXSTOWE|957344|1273.9|RENT @ FELIXSTOWE WB JUL 14|IP11 3SY|
Department for Transport|DVSA|14/07/2014|Rent|Finance Estates and Performance|SOUTH GLOUCESTERSHIRE COUNCIL|957891|7750.02|RENT FOR TORMARTON - 01/10/2013 TO 30/09/2014|BS15 0DS|
Department for Transport|DVSA|14/07/2014|Rent|Finance Estates and Performance|SOUTH GLOUCESTERSHIRE COUNCIL|957891|23249.98|RENT FOR TORMARTON - 01/10/2013 TO 30/09/2014|BS15 0DS|
Department for Transport|DVSA|14/07/2014|Rent|Finance Estates and Performance|LERWICK PORT AUTHORITY|957896|608.15|RENT @ LERWICK 01/07/14-31/12/14|ZE1 0LL|
Department for Transport|DVSA|14/07/2014|Rent Service Charges|Finance Estates and Performance|DEPARTMENT OF WORK & PENSIONS|957271|776.71|SERVICE CHARGE - BURY ST EDMUNDS - JULY 2014|CF14 3UW|
Department for Transport|DVSA|14/07/2014|Stationary|Operations HQ|WILLIAMS LEA LTD|957857|709.61|VOSAPO14631,LEC2 - Low Emission Certificate Refusal|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary|Office of the Traffic Commissioners and Licensing|WILLIAMS LEA LTD|957887|3079.3|VOSAPO15262,GV245|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary||WILLIAMS LEA LTD|957887|76.05|VOSAPO15262,GV244|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary|Office of the Traffic Commissioners and Licensing|WILLIAMS LEA LTD|957887|1140.47|VOSAPO15262,GV246|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary|Office of the Traffic Commissioners and Licensing|WILLIAMS LEA LTD|957887|304.11|VOSAPO15262,PSV427|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary||WILLIAMS LEA LTD|957887|228.1|VOSAPO15262,GV246|NR3 1PD|
Department for Transport|DVSA|14/07/2014|Stationary|Office of the Traffic Commissioners and Licensing|WILLIAMS LEA LTD|957887|1672.68|VOSAPO15262,GV244|NR3 1PD|
Department for Transport|DVSA|15/07/2014|Accommodation|Finance Estates and Performance|THE SYNDICATE OF HORTICULTURE LTD|958237|120.96|VOSAPO13838,Application of weed killer at Beverley GVTS|HU9 3EU|
Department for Transport|DVSA|15/07/2014|Accommodation|Finance Estates and Performance|THE SYNDICATE OF HORTICULTURE LTD|958237|400.68|VOSAPO13838,Grass cutting at Beverley GVTS|HU9 3EU|
Department for Transport|DVSA|15/07/2014|Accommodation|Finance Estates and Performance|RENTOKIL INITIAL UK LTD (RENTOKIL PROPERTY CARE)|958252|715.2|VOSAPO16142,Cleaning of human waste at Doxey Weighbridge site|RH19 1DY|
Department for Transport|DVSA|15/07/2014|Computer Costs|Chief Information Officer|ATOS IT SERVICES UK LTD|958205|474955.58|VOSAPO16640,IS2003 Atos Monthly Invoice - from 23rd June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|Computer Costs|Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|1002.51|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|Computer Costs|Finance Estates and Performance|ACTICA CONSULTING LTD|957974|37062.9|VARIATION 34 - MOBILE IT FOR DRIVING EXAMINERS BUSINESS CASE|GU2 7RF|
Department for Transport|DVSA|15/07/2014|Computer Costs|Finance Estates and Performance|ACTICA CONSULTING LTD|957975|41774.4|VARIATION 32 - PO REF 3087001|GU2 7RF|
Department for Transport|DVSA|15/07/2014|Health and Safety|Chief Executive|OSMOND GROUP LIMITED|958251|77.43|VOSAPO16058,Classic Articulated LCD Arm|BH21 7SE|
Department for Transport|DVSA|15/07/2014|Health and Safety|Chief Executive|OSMOND GROUP LIMITED|958251|88.8|VOSAPO16058,Carriage/installation|BH21 7SE|
Department for Transport|DVSA|15/07/2014|Health and Safety|Chief Executive|OSMOND GROUP LIMITED|958251|720.29|VOSAPO16058,1400x600mm desk - 645-1305mm motorised - 600.24 Maple mfc|BH21 7SE|
Department for Transport|DVSA|15/07/2014|HMRC payments|Finance Estates and Performance|HM REVENUE & CUSTOMS|957937|3040.55|MISC 240/13-14 END OF YEAR P11D 2013/14|CF14 5X2|
Department for Transport|DVSA|15/07/2014|Legal Charges|Operations HQ|ROTHERA DOWSON SOLICITORS|958239|629.36|VOSAPO16639,0610-1-90.HN |NG1 1PZ|
Department for Transport|DVSA|15/07/2014|Legal Charges|Operations HQ|HINE & CO|958244|1722.06|VOSAPO16693,0439-1-30.|EX6 7JA|
Department for Transport|DVSA|15/07/2014|Legal Charges|Operations HQ|HINE & CO|958228|1379.04|VOSAPO16694,Driver Conduct Hearing.HN|EX6 7JA|
Department for Transport|DVSA|15/07/2014|Legal Charges|Operations HQ|HINE & CO|958250|2478.72|VOSAPO16688,- Upper Tribunal (DH)|EX6 7JA|
Department for Transport|DVSA|15/07/2014|MOT Computerisation |Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|1968|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|MOT Computerisation |Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|13092.4|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|MOT Computerisation |Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|699.64|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|MOT Computerisation |Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|573.64|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|MOT Computerisation |Finance Estates and Performance|ATOS WORLDLINE UK LTD|958211|10.75|VOSAPO16622,Atos Catalogue Services - MOT Comp Recharges June 2014|WV10 6UH|
Department for Transport|DVSA|15/07/2014|Postage and Stationery|Road Traffic Enforcement|NEOPOST LTD|958173|500|FRANKING MACHINE TOP UP|RM1 2AR|
Department for Transport|DVSA|15/07/2014|Postage and Stationery|Operations HQ|ROYAL MAIL|958176|4882.92|BUSINESS MAIL ADVANCED JUL 14|S49 1HQ|
Department for Transport|DVSA|15/07/2014|Transcription |Office of the Traffic Commissioners and Licensing|AVR TRANSCRIPTION LTD|958204|565.82|VOSAPO15696,Transcription VIP Contracts Limited - T/2014/39 - JAB/ZB/8102/2(14/18561) - PD0001724|BL6 6HG|
Department for Transport|DVSA|15/07/2014|Travel and Subsistence|Human Resources|STAFF TRAVEL COSTS|958022|16.38|T&S|#|
Department for Transport|DVSA|15/07/2014|Travel and Subsistence|Human Resources|STAFF TRAVEL COSTS|958022|684|T&S|#|
Department for Transport|DVSA|16/07/2014|Accommodation|Finance Estates and Performance|AQUATECH ENVIROMENTAL SERVICES LTD|958703|17430|VOSAPO16797,Carry out Legionella Risk Assessment|WV3 0BN|
Department for Transport|DVSA|16/07/2014|Accommodation |Office of the Traffic Commissioners and Licensing|IRON MOUNTAIN (UK) LIMITED|958269|521.74|RETRIEVAL OF FILES|EH54 7DF|
Department for Transport|DVSA|16/07/2014|Capital Expenditure - Freehold Buildings|Finance Estates and Performance|BH CONSTRUCTION CO LTD|958735|3781.82|VOSAPO14915,Immingham Site reconfiguration works. |DN16 3RN|
