DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-108006|8190|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-108007|4410|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-108008|2688|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One Infrastructure Directorate|Morson International|SIV-108009|2688|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Programme Delivery Strategy Directorate|Morson International|SIV-108010|22459.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Technical Directorate|Morson International|SIV-107988|11556.6|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Quality & Document Control|Morson International|SIV-107989|2472|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Agency personnel|Phase One South Directorate|Morson International|SIV-107992|2520|Name Removed|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Construction Fit Out Costs|Accomodation Operating|Willmott Dixon Holdings Limited Willmott Dixon Construction|SIV-107930|1675027.3|Interim Valuation #2 July 2015|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Engineering Services - Civil|Phase One Infrastructure Directorate|Capita Property and Infrastructure Ltd|SIV-107972|23798.4|C223 May 2015 Invoice 6017019417|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Engineering Services - Civil|Additional Provisions|Capita Property and Infrastructure Ltd|SIV-107972|663165.72|C223 May 2015 Invoice 6017019417|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Engineering Services - Civil|Contracts Management Team|Capita Property and Infrastructure Ltd|SIV-107972|43488|C223 May 2015 Invoice 6017019417|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Environmental Services|Additional Provisions|Environmental Resources Mgmt Ltd|SIV-107974|88261.2|C251 May 2015 Invoice 03-0127-0243543|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Environmental Services|Petition Management|Environmental Resources Mgmt Ltd|SIV-107974|238572.73|C251 May 2015 Invoice 03-0127-0243543|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Environmental Services|Contracts Management Team|Environmental Resources Mgmt Ltd|SIV-107974|34693.2|C251 May 2015 Invoice 03-0127-0243543|Not Available|
Department for Transport|HS2 Ltd|10/07/2015|Environmental Services|Additional Provisions|Environmental Resources Mgmt Ltd|SIV-107974|56694|C251 May 2015 Invoice 03-0127-0243543|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Other expenditure (new product categories).|Benefits Realisation|Overbury|SIV-108031|166693.92|117875|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-108033|982.08|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-108034|599.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-108035|626.28|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Engineering Services - Civil|Wider Evidence Base|Atkins Limited|SIV-108079|9007.75|Sub National|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-108036|563.58|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Finance Team|Willis Limited|SIV-108040|2025|Billing 27/5 - 3/5 2015|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Finance Team|Willis Limited|SIV-108037|1912.5|Billing 27/5 - 3/5 2015|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Finance Team|Willis Limited|SIV-108038|1170|Billing 27/5 - 3/5 2015|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Finance Team|Willis Limited|SIV-108039|975|Billing 27/5 - 3/5 2015|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Finance Directorate|Connectus Technology Ltd|SIV-108089|5175|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Printing, Publication & Stationery|Parliamentary Management|DG3 Group (Holdings) Limited|SIV-108032|18181.45|Services for May 2015|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Health and Safety Development|Bryan & Armstrong Ltd|SIV-108043|4602|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-108045|4785|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Governance|Costello & Reyes Ltd|SIV-108085|2532|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme Delivery Strategy Directorate|SmartSourcing PLC|SIV-108091|19933.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme and Strategy Directorate|SmartSourcing PLC|SIV-108092|17933.11|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase One Infrastructure Directorate|Bryan & Armstrong Ltd|SIV-108046|2310|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme Delivery Strategy Directorate|Bryan & Armstrong Ltd|SIV-108047|4125|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Corporate Health and Safety Directorate|Bryan & Armstrong Ltd|SIV-108048|4248|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Finance Directorate|Bryan & Armstrong Ltd|SIV-108049|3300|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-108050|2376|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Health and Safety Policy and Assurance|Bryan & Armstrong Ltd|SIV-108051|2548.8|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase One Health and Safety Directorate|Bryan & Armstrong Ltd|SIV-108052|2508|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme Assurance|Bryan & Armstrong Ltd|SIV-108053|4290|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Project Controls Phase One Infrastructur|Bryan & Armstrong Ltd|SIV-108054|2478|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase One Infrastructure Directorate|Bryan & Armstrong Ltd|SIV-108055|9504|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Health and Safety Land and Property and|Bryan & Armstrong Ltd|SIV-108064|4602|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-108065|3300|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Land & Property Directorate|Bryan & Armstrong Ltd|SIV-108066|3168|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Corporate Health and Safety Directorate|Bryan & Armstrong Ltd|SIV-108067|6000|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Programme and Strategy Directorate|Bryan & Armstrong Ltd|SIV-108069|3828|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Governance|Costello & Reyes Ltd|SIV-108090|2532|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase 2a Directorate|Costello & Reyes Ltd|SIV-108086|3264|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase One, Utilities Management|Charlton Recruitment (UK) Limited|SIV-108072|2186.45|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase One Infrastructure Directorate|Charlton Recruitment (UK) Limited|SIV-108077|4002|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Property Panel|Property Services|Name removed|SIV-108057|775.87|EHS Panel Meeting 24.06.15|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Software|Information Management|ARES Software UK Ltd|SIV-108075|5081.4|U56603-04R|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Property Planning and Performance|Costello & Reyes Ltd|SIV-108081|3975.9|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Governance|Costello & Reyes Ltd|SIV-108082|2532|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase 2a Directorate|Costello & Reyes Ltd|SIV-108083|3264|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Agency personnel|Phase 2a Directorate|Costello & Reyes Ltd|SIV-108084|3264|Name Removed|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Software|Finance Team|Datel|SIV-108044|882|Inv# RB/I017048|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Environment, Phase Two|Temple Group Ltd|SIV-108087|84358.25|Temple - April - TE201021|Not Available|
Department for Transport|HS2 Ltd|13/07/2015|Professional services|Environment, Phase Two|Temple Group Ltd|SIV-108088|86857.1|Temple Group - May TE201094|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Software|Information Management|Xactium Ltd|SIV-108169|1584.6|Professional Services for May 15|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Conferences/Exhibitions/Events|Finance Team|Calder Conferences Limited|SIV-108158|2000|SMT Event - Central London GR1|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Conferences/Exhibitions/Events|Finance Team|Calder Conferences Limited|SIV-108158|2973.85|SMT Event - Central London GR2|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Engineering Services - Civil|Route Engineering|Aecom Ltd|SIV-108160|255067.03|C320 May Invoice 28222312|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Recruitment Checks|HR Operations|Automatic Data Processing Ltd|SIV-108095|2154.6|staff checks June 2015|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Project Controls Est. & Cost Mgt (PS1I)|FastTrack Management Services Limited|SIV-108134|3622.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Strategic Acquisitions|Bryan & Armstrong Ltd|SIV-108116|1212.48|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One Central Directorate|Hays Office Support|SIV-108125|878.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Parliamentary Management|Hays Office Support|SIV-108126|1080|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One Infrastructure Directorate|Hays Office Support|SIV-108128|813.98|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One Central Directorate|Hays Office Support|SIV-108129|878.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Finance Team|Morgan Law Partners LLP|SIV-108100|2615.63|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Petition Management Organisations and Ag|Morgan Law Partners LLP|SIV-108101|1645.32|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Finance Team|Morgan Law Partners LLP|SIV-108102|3253.02|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Benefits Realisation|Morgan Law Partners LLP|SIV-108103|4941.18|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Human Resources Directorate|Morgan Law Partners LLP|SIV-108104|8676|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Corporate Communications|Morgan Law Partners LLP|SIV-108105|4733.28|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Governance|Morgan Law Partners LLP|SIV-108107|5682.35|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Benefits Realisation|Morgan Law Partners LLP|SIV-108109|4941.12|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Systems|Morgan Law Partners LLP|SIV-108110|2239.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Project Controls, Phase Two|Morgan Law Partners LLP|SIV-108114|4400.03|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Governance|Morgan Law Partners LLP|SIV-108117|1807.2|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Finance Team|Morgan Law Partners LLP|SIV-108118|1531.8|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Public Affairs|Morgan Law Partners LLP|SIV-108120|2333.34|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Contract Management (excl. Ph1)|Morgan Law Partners LLP|SIV-108121|3630|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Technical Directorate|Matchtech Group UK Limited|SIV-108141|1379.4|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One, On-Network Works|Matchtech Group UK Limited|SIV-108142|3448.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One, On-Network Works|Matchtech Group UK Limited|SIV-108143|3448.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One, On-Network Works|Matchtech Group UK Limited|SIV-108144|3448.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One, On-Network Works|Matchtech Group UK Limited|SIV-108145|3448.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One Infrastructure Directorate|Matchtech Group UK Limited|SIV-108151|4455|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Information Management|STR Ltd|SIV-108157|3657|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Land & Property Directorate|Judd Farris Ltd|SIV-108140|2229.12|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Project Controls Est. & Cost Mgt (PS1I)|FastTrack Management Services Limited|SIV-108135|3622.5|Name Removed|Not Available|
Department for Transport|HS2 Ltd|14/07/2015|Agency personnel|Phase One, On-Network Works|Matchtech Group UK Limited|SIV-108148|3448.5|Name Removed|Not Available|
